local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.5477	0.8421	canada	0.3451	contribute to	quebec
1.0	0.8598	legs hurt	0.3451	be in	vein
0.0818	0.8756	om pi	0.3451	has_property	trax
1.0	0.8362	acacia leaves	0.3451	eat	giraffe
0.0011	0.9204	now	0.3451	has_time	filer
0.0019	0.8754	occur	0.3451	has_property	lost
0.7538	0.7985	more breaks	0.3451	get	smoker
0.0028	0.8317	case	0.3451	has_property	tdt
0.3104	0.8752	emotions	0.3451	express	guy
0.0218	0.9377	beats	0.3451	has_property	lost
0.0007	0.8348	aquatic	0.3451	has_property	lant
0.0016	0.8792	aesthetic	0.3451	has_property	lant
1.0	0.8241	a reputation for being mean	0.3451	have	siamese cat
0.6843	0.789	the universe is changing	0.3451	show	cosmic microwave background radiation
0.1338	0.7425	tapeworms	0.3451	get	flea
0.0051	0.8245	tag	0.3451	can	shock
0.6503	0.8972	atmosphere important	0.3451	be in	nitrogen
0.0141	0.8871	ivy league	0.3451	has_property	post
0.0714	0.756	pix	0.3451	be elated	nisus
0.177	0.8887	babies to sleep	0.3451	put	daycare
0.2568	0.8413	in the first place	0.3451	exist	insect
0.0288	0.849	smile	0.3451	has_property	gu
0.0019	0.845	pronounce	0.3451	has_property	misnomer
0.6859	0.8569	circuit	0.3451	be measured in	voltage
1.0	0.8271	to power appliances	0.3451	can be used	static electricity
0.5168	0.8917	congruent	0.3451	can be	line
1.0	0.7129	persecution	0.3451	can lead to	religion
0.0027	0.8548	tag	0.3451	has_property	babu
0.001	0.8877	available	0.3451	has_property	babu
1.0	0.7168	castro	0.3451	get	nurse
0.0005	0.8469	die	0.3451	can	black hole
0.004	0.9636	in canada	0.3451	has_property	intervention
0.0013	0.9012	wrong	0.3451	has_property	pipage
0.0276	1.0	wql	0.3451	has_property	pipage
0.0025	0.845	plan	0.3451	has_property	pipage
0.0003	0.9583	uk	0.3451	has_property	pipage
0.0005	0.9184	cd	0.3451	has_property	pipage
0.0089	0.8099	sba	0.3451	has_property	pipage
0.0035	0.8646	quid	0.3451	has_property	pipage
0.0068	0.8343	utility	0.3451	has_property	pipage
0.0035	0.8549	enemy	0.3451	has_property	pipage
0.0029	0.7235	ubuntu	0.3451	has_property	pipage
0.0118	0.9187	symbol	0.3451	has_property	pipage
0.0018	0.8622	sum	0.3451	has_property	pipage
0.0011	0.8933	avg	0.3451	has_property	pipage
0.0056	0.8492	snap	0.3451	has_property	pipage
0.002	0.8774	jp	0.3451	has_property	pipage
0.0039	0.8344	ruth	0.3451	has_property	pipage
0.0086	1.0	rs3	0.3451	has_property	pipage
0.0066	0.8415	rat	0.3451	has_property	pipage
0.0021	0.8989	rpm	0.3451	has_property	pipage
0.0006	0.8734	tlc	0.3451	has_property	pipage
0.0041	1.0	rj45	0.3451	has_property	pipage
0.0016	1.0	bsa	0.3451	has_property	pipage
0.0017	0.9264	orange	0.3451	has_color	pipage
0.0013	0.8487	odd	0.3451	has_trait	pipage
0.002	0.8878	brown	0.3451	has_color	pipage
0.0017	0.9277	new	0.3451	has_time	pipage
0.004	0.8669	all	0.3451	has_property	pipage
0.0131	0.8229	kkk	0.3451	has_property	pipage
0.0081	0.8465	mango	0.3451	has_property	pipage
0.0023	0.9412	dark	0.3451	has_property	pipage
0.003	0.8087	np	0.3451	has_property	pipage
0.0014	0.9442	box	0.3451	has_property	pipage
0.003	0.8514	bk	0.3451	has_property	pipage
0.0011	0.9415	art	0.3451	has_property	pipage
0.0097	0.8459	rhino	0.3451	has_property	pipage
0.0048	0.7923	rfc	0.3451	has_property	pipage
0.0099	0.8771	rcmp	0.3451	has_property	pipage
0.0154	0.6342	rbi	0.3451	has_property	pipage
0.0013	0.8877	ozone	0.3451	has_property	pipage
0.0009	0.8771	oyster	0.3451	has_property	pipage
0.0011	0.8622	oxford	0.3451	has_property	pipage
0.003	0.8099	boredom	0.3451	has_property	pipage
0.0015	0.8397	oily	0.3451	has_property	pipage
0.001	0.9652	ohio	0.3451	has_property	pipage
0.0029	0.8635	poem	0.3451	has_property	pipage
0.0016	0.8155	occupied	0.3451	has_property	pipage
0.0023	1.0	nadia	0.3451	has_property	pipage
0.0153	0.8182	ntfs	0.3451	has_property	pipage
0.0027	0.8283	nfc	0.3451	has_property	pipage
0.0076	0.8728	ncaa	0.3451	has_property	pipage
0.0015	0.8669	mvp	0.3451	has_property	pipage
0.0005	0.8842	mp3	0.3451	has_property	pipage
0.0013	1.0	mfa	0.3451	has_property	pipage
0.001	0.8815	lyrics	0.3451	has_property	pipage
0.0096	0.8597	laws	0.3451	has_property	pipage
0.0041	0.8945	email	0.3451	has_property	pipage
0.0049	0.8492	global	0.3451	has_property	pipage
0.0021	0.8627	ghosted	0.3451	has_property	pipage
0.02	0.7971	gag	0.3451	has_property	pipage
0.0014	1.0	gcse	0.3451	has_property	pipage
0.0016	0.7916	fwd	0.3451	has_property	pipage
0.001	0.923	fps	0.3451	has_property	pipage
0.0022	1.0	fnaf	0.3451	has_property	pipage
0.0013	0.9106	fm	0.3451	has_property	pipage
0.0168	0.9155	flash	0.3451	has_property	pipage
0.0143	0.8817	fjord	0.3451	has_property	pipage
0.0021	0.8592	fcc	0.3451	has_property	pipage
0.0015	0.8161	dan	0.3451	has_property	pipage
0.002	0.9146	dog	0.3451	has_property	pipage
0.0028	0.9062	top	0.3451	has_property	pipage
0.0712	1.0	ds2	0.3451	has_property	pipage
0.0018	0.8511	did	0.3451	has_property	pipage
0.004	0.8669	all	0.3451	has_property	pipage
0.0131	0.8229	kkk	0.3451	has_property	pipage
0.0081	0.8465	mango	0.3451	has_property	pipage
0.0712	1.0	ds2	0.3451	has_property	pipage
0.0018	0.8511	did	0.3451	has_property	pipage
0.004	0.8669	all	0.3451	has_property	pipage
0.0131	0.8229	kkk	0.3451	has_property	pipage
0.0081	0.8465	mango	0.3451	has_property	pipage
0.0023	0.9412	dark	0.3451	has_property	pipage
0.003	0.8087	np	0.3451	has_property	pipage
0.0014	0.9442	box	0.3451	has_property	pipage
0.003	0.8514	bk	0.3451	has_property	pipage
1.0	0.7895	when it's hot	0.3451	go slower	train
0.003	0.7969	sweating	0.3451	has_property	twitter
0.0011	0.8933	avg	0.3451	has_property	twitter
0.0011	0.8049	squared	0.3451	has_property	twitter
0.0053	0.9125	smaller	0.3451	has_property	twitter
1.0	0.8015	infinitely big	0.3451	has_property	cell
0.0007	0.9418	text	0.3451	has_property	yobo
0.0478	0.8151	tots	0.3451	has_property	yobo
0.0025	0.8813	tsunami	0.3451	has_property	yobo
0.0038	1.0	tqm	0.3451	has_property	yobo
0.0072	0.8091	pms	0.3451	has_property	yobo
0.0006	0.8734	tlc	0.3451	has_property	yobo
0.001	0.8723	tnt	0.3451	has_property	yobo
0.0055	0.7969	taxable	0.3451	has_property	yobo
0.0011	0.8933	avg	0.3451	has_property	yobo
0.0095	0.9561	spanish	0.3451	has_property	yobo
0.0288	0.7156	smiley	0.3451	has_property	yobo
0.0069	0.7578	sleepy	0.3451	has_property	yobo
0.0047	0.9498	java	0.3451	has_property	yobo
0.0068	0.8462	sad	0.3451	has_property	yobo
0.026	0.8261	azaleas	0.3451	has_property	yobo
0.0059	1.0	aylesbury	0.3451	has_property	yobo
0.013	0.9105	autism	0.3451	has_property	yobo
0.0314	0.8542	asian	0.3451	has_property	yobo
0.0058	0.8884	amazing	0.3451	has_property	yobo
0.0004	0.9048	alive	0.3451	has_property	yobo
0.0018	0.8833	axis	0.3451	has_property	yobo
0.0151	0.8868	airplane	0.3451	has_property	yobo
0.0019	0.9181	age	0.3451	has_property	yobo
0.1206	0.7569	adolescent	0.3451	has_property	yobo
0.0031	0.8537	toxic	0.3451	has_effect	yobo
0.0025	0.84	skinny	0.3451	has_weight	yobo
0.0045	0.8403	about	0.3451	has_place	yobo
0.502	0.8018	when i flush the toilet	0.3451	come up	bubble
0.0057	0.8887	yo	0.3451	has_property	scheol
0.0043	0.8942	ban	0.3451	has_property	scheol
1.0	0.9021	africa	0.3451	be issue in	malaria
0.0013	0.8487	odd	0.3451	has_trait	review
0.0016	0.8284	man	0.3451	can	kindness
0.4425	0.7691	files	0.3451	organize	teacher
0.007	0.8993	kg	0.3451	has_property	twin
0.0123	0.8183	signed	0.3451	has_property	rostock
0.0045	0.7859	secure	0.3451	has_trait	rostock
0.0029	0.8623	sam	0.3451	has_property	rostock
0.102	0.88	magnet	0.3451	be	solenoid
1.0	0.8516	hot air	0.3451	blow out	dehumidifier
1.0	0.7927	community	0.3451	end in	evening
0.0003	0.9583	uk	0.3451	has_property	contact
0.0379	0.9064	too much	0.3451	has_property	doh
0.0003	0.9111	vegan	0.3451	has_diet	disaccharide
0.0015	0.8889	sol	0.3451	has_property	emile
1.0	0.7298	the leg	0.3451	hook	wrestler
0.0019	0.8754	occur	0.3451	has_property	contact
0.0967	0.8579	india	0.3451	be elected in	prime minister
0.0577	0.791	az lyrics	0.3451	has_property	sison
0.0108	0.8824	pf sense	0.3451	has_property	ipo
0.0793	0.8833	electricity	0.3451	has_property	wind power
1.0	0.729	book	0.3451	get reader into	author
0.2332	0.845	paper bags	0.3451	charge for	store
0.0009	0.902	mm	0.3451	has_property	virus
0.0014	0.8075	pig	0.3451	can	roast
0.001	0.9278	sir lana	0.3451	has_property	cer
0.003	0.8414	iq option	0.3451	has_property	cer
0.0001	0.8642	work	0.3451	can	tuner
0.0018	0.8366	true	0.3451	has_property	moro
0.5185	0.8883	fresh water	0.3451	has_property	rain
1.0	0.8644	mackinac island	0.3451	be allowed on	car
0.0057	0.7875	azure lane	0.3451	has_property	cer
0.0227	0.8813	dad	0.3451	has_property	scare
0.1036	0.9181	age	0.3451	be with	eye color change
1.0	0.9156	in the west of yemen	0.3451	live	most people
0.0026	0.8548	type	0.3451	has_property	volvo
0.0071	0.8449	pj masks	0.345	has_property	yedo
0.0283	0.9197	ok rowling	0.345	has_property	yedo
0.0014	0.864	ff xiv	0.345	has_property	yedo
0.0896	0.933	portugal	0.345	has_property	tap
0.0135	0.883	force	0.345	has_property	centripetal force
0.0184	0.8575	yellow	0.345	get	case
0.0075	0.8839	list	0.345	has_property	emile
0.0028	0.9425	law	0.345	has_property	emile
0.0015	0.8161	dan	0.345	has_property	tux
0.0004	0.9048	alive	0.345	has_property	whitehall
0.1795	0.8177	bleeding	0.345	keep	nose
0.309	0.8411	anode	0.345	be used as	titanium
0.0029	0.8623	sam	0.345	has_property	jollification
0.0026	0.9011	one	0.345	has_property	jollification
1.0	0.7975	scientology	0.345	be symbol of	cross
0.0391	0.9539	swipe up on instagram	0.345	has_property	play list
1.0	0.7856	different from the political structure of the roman empires	0.345	be	feudalism
0.1587	0.9187	different from normal cells	0.345	has_property	sickle cell
0.0486	0.8605	legend	0.345	has_property	jimi hendrix
0.0216	0.9526	cs	0.345	be in	crate
0.0001	0.9469	good	0.345	has_trait	dookies
0.0129	0.8673	oh good	0.345	has_property	tomtate
0.0092	0.8615	eco friendly	0.345	has_property	tomtate
0.0084	0.8557	cd oil	0.345	has_property	tomtate
0.0008	0.8908	similar	0.345	has_property	moban
0.0011	0.9347	man	0.345	has_property	moban
0.0131	0.7414	typed	0.345	has_property	trax
0.0007	0.9418	text	0.345	has_property	trax
0.0042	1.0	dmz	0.345	has_property	trax
0.0021	0.9219	dec	0.345	has_property	trax
0.0051	0.8186	dui	0.345	has_property	trax
0.0017	0.8088	del	0.345	has_property	trax
0.0022	0.8678	dot	0.345	has_property	trax
0.0006	0.9228	open	0.345	has_trait	trax
0.0013	0.8487	odd	0.345	has_trait	trax
0.0007	0.8661	old	0.345	has_time	trax
0.003	0.8099	boredom	0.345	has_property	trax
0.0015	0.8895	twice	0.345	has_property	trax
0.0009	0.9348	dvd	0.345	has_property	trax
0.0003	0.9583	uk	0.345	has_property	trax
0.003	0.8099	boredom	0.345	has_property	trax
0.0063	0.9468	oklahoma	0.345	has_property	trax
0.0062	0.6384	oiled	0.345	has_property	trax
0.001	0.9652	ohio	0.345	has_property	trax
0.0025	0.8453	oggi	0.345	has_property	trax
0.0016	0.8155	occupied	0.345	has_property	trax
0.0042	1.0	dmz	0.345	has_property	trax
0.0021	0.9219	dec	0.345	has_property	trax
0.0051	0.8186	dui	0.345	has_property	trax
0.0017	0.8088	del	0.345	has_property	trax
0.0022	0.8678	dot	0.345	has_property	trax
0.0006	0.9228	open	0.345	has_trait	trax
0.0013	0.8487	odd	0.345	has_trait	trax
0.0007	0.8661	old	0.345	has_time	trax
0.4357	0.9378	canada	0.345	be called in	groundhog
0.0391	0.9539	swipe up on instagram	0.345	has_property	review
0.0081	0.9122	seeds	0.345	have	wart
0.0051	0.9059	around	0.345	has_property	scientology
1.0	0.5892	bonito	0.345	arrive at	descartes
1.0	0.8505	restaurants	0.345	be cooked in	steak
0.0257	0.9118	in blood	0.345	has_property	sugar
1.0	0.7199	mammals	0.345	transmit to	rabies
0.0011	0.8656	mnemonic	0.345	has_property	filer
0.0009	0.8771	oyster	0.345	has_property	filer
0.013	1.0	okla	0.345	has_property	filer
0.0044	0.8428	offline	0.345	has_property	filer
0.1643	0.7706	strata	0.345	has_property	filer
0.0003	0.9583	uk	0.345	has_property	filer
0.0029	0.8635	poem	0.345	has_property	filer
0.0016	0.8155	occupied	0.345	has_property	filer
0.0238	0.9353	mw	0.345	has_property	filer
0.007	1.0	mt4	0.345	has_property	filer
0.0107	1.0	mcqs	0.345	has_property	filer
0.0005	0.8842	mp3	0.345	has_property	filer
0.0084	1.0	mhgu	0.345	has_property	filer
0.0013	1.0	mfa	0.345	has_property	filer
0.0032	1.0	mbti	0.345	has_property	filer
0.0036	0.8508	organized	0.345	has_trait	filer
0.0013	0.8487	odd	0.345	has_trait	filer
0.001	0.9278	sir lana	0.345	has_property	mettle
0.0905	0.94	wedding ring	0.345	wear	prince charles
0.0014	0.8256	matt	0.345	has_property	contact
0.0007	0.9418	text	0.345	has_property	babu
0.0198	0.8721	twins	0.345	has_property	babu
0.004	0.7719	temp	0.345	has_property	babu
0.0006	0.8734	tlc	0.345	has_property	babu
0.0322	0.804	symbolism	0.345	has_property	babu
0.003	0.7969	sweating	0.345	has_property	babu
0.5787	0.8015	suzuki	0.345	has_property	babu
0.0097	0.8329	squeak	0.345	has_property	babu
0.0288	0.7156	smiley	0.345	has_property	babu
0.0041	0.8536	sick	0.345	has_property	babu
0.0014	0.8888	scary	0.345	has_property	babu
0.0006	0.8655	safe	0.345	has_property	babu
0.0014	0.8884	awesome	0.345	has_property	babu
0.013	0.9105	autism	0.345	has_property	babu
0.0091	0.8553	applied	0.345	has_property	babu
1.0	1.0	antony	0.345	has_property	babu
0.0058	0.8884	amazing	0.345	has_property	babu
0.0084	0.9317	allowed	0.345	has_property	babu
0.0088	0.8868	affected	0.345	has_property	babu
0.0133	0.7944	adopted	0.345	has_property	babu
0.0031	0.8537	toxic	0.345	has_effect	babu
0.0025	0.84	skinny	0.345	has_weight	babu
0.0057	0.8387	transparent	0.345	has_trait	babu
0.0457	0.7176	tidy	0.345	has_trait	babu
0.0026	0.8699	strong	0.345	has_trait	babu
0.0024	0.8442	active	0.345	has_trait	babu
0.0045	0.8403	about	0.345	has_place	babu
0.027	1.0	xes	0.345	has_property	scare
0.0603	0.8928	calcium	0.345	need	adult
0.3623	0.9024	at night	0.345	seem louder	sound
1.0	0.9085	running out	0.345	keep	coolant
0.0003	0.9583	uk	0.345	has_property	pst
0.0028	0.9338	son	0.345	has_property	pst
0.6157	0.7624	structural formulas	0.345	be different from	molecular formula
0.1834	0.8112	god of underworld	0.345	has_property	hades
0.0733	0.7401	aortic steno sis	0.345	has_property	doh
0.0854	0.8415	brown	0.345	look	some rivers
0.0161	0.9557	uk	0.345	work	general election
0.0014	0.8888	scary	0.345	has_property	nisus
0.0033	0.8802	warm	0.345	has_temperature	nisus
0.0367	1.0	wxyz	0.345	has_property	nisus
0.002	0.8995	www	0.345	has_property	nisus
0.0025	0.8779	wt	0.345	has_property	nisus
0.0126	1.0	wsw	0.345	has_property	nisus
0.0016	0.9137	written	0.345	has_property	nisus
0.0047	1.0	wqhd	0.345	has_property	nisus
0.0019	0.8674	owned	0.345	has_property	nisus
0.0008	1.0	wjec	0.345	has_property	nisus
0.0012	0.8637	wp	0.345	has_property	nisus
0.0026	0.8877	weird	0.345	has_property	nisus
0.0051	0.8351	typing	0.345	has_property	nisus
0.0007	0.9418	text	0.345	has_property	nisus
0.0025	0.8813	tsunami	0.345	has_property	nisus
0.0038	1.0	tqm	0.345	has_property	nisus
0.004	0.7719	temp	0.345	has_property	nisus
0.0006	0.8734	tlc	0.345	has_property	nisus
0.0027	0.8548	tag	0.345	has_property	nisus
0.0106	1.0	sdi	0.345	has_property	nisus
0.001	0.8915	belts	0.345	has_property	nisus
0.0023	0.8633	identical	0.345	has_property	nisus
0.0021	0.8074	iconic	0.345	has_property	nisus
0.0016	0.8555	ibm	0.345	has_property	nisus
0.0025	1.0	iasd	0.345	has_property	nisus
0.003	0.9294	cyprus	0.345	has_property	nisus
0.0008	0.925	cpu	0.345	has_property	nisus
0.001	0.8861	cnn	0.345	has_property	nisus
0.0049	0.9467	sky	0.345	has_property	nisus
0.0084	0.8115	cited	0.345	has_property	nisus
0.0247	0.8628	chrome	0.345	has_property	nisus
0.0014	0.854	cpi	0.345	has_property	nisus
0.0034	0.8399	cfo	0.345	has_property	nisus
0.0016	0.9464	celebrated	0.345	has_property	nisus
0.0021	0.8426	cctv	0.345	has_property	nisus
0.0028	0.8317	case	0.345	has_property	nisus
0.0045	0.9185	canceled	0.345	has_property	nisus
0.0067	0.8496	broken	0.345	has_property	nisus
0.003	0.8087	np	0.345	has_property	nisus
0.0014	0.894	python	0.345	has_property	nisus
0.001	0.8403	phd	0.345	has_property	nisus
0.0042	1.0	ps4	0.345	has_property	nisus
0.0021	0.9079	pay	0.345	has_property	nisus
0.0106	0.7249	pkg	0.345	has_property	nisus
0.0037	0.8562	pcs	0.345	has_property	nisus
0.0007	0.9435	pd	0.345	has_property	nisus
0.0076	0.8579	performed	0.345	has_property	nisus
0.0026	0.9038	pbs	0.345	has_property	nisus
0.0014	0.9187	mph	0.345	has_property	nisus
0.0015	0.8669	mvp	0.345	has_property	nisus
0.007	1.0	mt4	0.345	has_property	nisus
0.0107	1.0	mcqs	0.345	has_property	nisus
0.0005	0.8842	mp3	0.345	has_property	nisus
0.0011	0.8656	mnemonic	0.345	has_property	nisus
0.0021	1.0	molnar	0.345	has_property	nisus
0.0017	1.0	msw	0.345	has_property	nisus
0.0032	1.0	mbti	0.345	has_property	nisus
0.001	0.8815	lyrics	0.345	has_property	nisus
0.0212	0.6977	lawful	0.345	has_property	nisus
0.0463	1.0	vdt	0.345	has_property	nisus
0.0025	0.8779	lucky	0.345	has_property	nisus
0.0035	0.8499	ll	0.345	has_property	nisus
0.0323	0.7677	loaded	0.345	has_property	nisus
0.0061	0.721	lng	0.345	has_property	nisus
0.0023	0.831	llama	0.345	has_property	nisus
0.0419	1.0	lapp	0.345	has_property	nisus
0.0048	1.0	ljmu	0.345	has_property	nisus
0.0064	0.9237	lhasa	0.345	has_property	nisus
0.0015	0.8715	lgbt	0.345	has_property	nisus
0.0032	0.8873	lcd	0.345	has_property	nisus
0.0029	0.9032	hbo	0.345	has_property	nisus
0.0082	0.8527	issued	0.345	has_property	nisus
0.0016	0.8665	ivy	0.345	has_property	nisus
0.0008	1.0	iud	0.345	has_property	nisus
0.0033	0.9393	iphone	0.345	has_property	nisus
0.0004	0.9124	illegal	0.345	has_property	nisus
0.0028	0.9133	iii	0.345	has_property	nisus
0.0365	0.6053	homed	0.345	has_property	nisus
0.0006	0.8575	ignored	0.345	has_property	nisus
0.0126	1.0	wsw	0.345	has_property	nisus
0.0016	0.9137	written	0.345	has_property	nisus
0.0047	1.0	wqhd	0.345	has_property	nisus
0.0019	0.8674	owned	0.345	has_property	nisus
0.0008	1.0	wjec	0.345	has_property	nisus
0.0012	0.8637	wp	0.345	has_property	nisus
0.0026	0.8877	weird	0.345	has_property	nisus
0.0051	0.8351	typing	0.345	has_property	nisus
0.0007	0.9418	text	0.345	has_property	nisus
0.0038	1.0	tqm	0.345	has_property	nisus
0.004	0.7719	temp	0.345	has_property	nisus
0.0006	0.8734	tlc	0.345	has_property	nisus
0.0027	0.8548	tag	0.345	has_property	nisus
0.0018	0.8366	true	0.345	has_property	nisus
0.0106	1.0	sdi	0.345	has_property	nisus
0.007	1.0	tbilisi	0.345	has_property	nisus
0.0045	0.8496	taken	0.345	has_property	nisus
0.0048	0.7238	synced	0.345	has_property	nisus
0.0018	0.8622	sum	0.345	has_property	nisus
0.0011	0.8933	avg	0.345	has_property	nisus
0.0335	0.7747	automatically	0.345	has_property	nisus
0.0181	0.8602	apex	0.345	has_property	nisus
0.0025	0.9356	amazon	0.345	has_property	nisus
0.0217	1.0	ajpw	0.345	has_property	nisus
0.0043	0.8838	agile	0.345	has_movement	nisus
0.0035	0.8763	able	0.345	has_property	nisus
0.0011	0.9182	better	0.345	has_manner	nisus
0.0045	0.7859	secure	0.345	has_trait	nisus
0.0159	0.844	alert	0.345	has_trait	nisus
0.025	0.7763	amiable	0.345	has_trait	nisus
0.0028	0.8317	case	0.345	has_property	nisus
0.001	0.8915	belts	0.345	has_property	nisus
0.0023	0.8633	identical	0.345	has_property	nisus
0.0021	0.8074	iconic	0.345	has_property	nisus
0.0016	0.8555	ibm	0.345	has_property	nisus
0.0025	1.0	iasd	0.345	has_property	nisus
0.0048	0.8793	eyes	0.345	can	mood
0.0011	0.8049	squared	0.345	has_property	contact
0.0001	0.8642	work	0.345	can	roster
0.0007	0.8661	old	0.345	has_time	tdt
0.0018	0.8833	axis	0.345	has_property	venus
0.0016	1.0	aquarius	0.345	has_property	titus
0.0025	0.9356	amazon	0.345	has_property	titus
0.0016	0.8083	ajax	0.345	has_property	titus
0.016	0.651	aaa	0.345	has_property	titus
0.0015	1.0	ao3	0.345	has_property	titus
0.0085	0.8854	layer	0.345	has_property	titus
0.0018	0.8833	axis	0.345	has_property	titus
0.001	0.8877	available	0.345	has_property	titus
0.0038	0.8389	autistic	0.345	has_property	titus
0.8307	0.796	exams	0.345	fail	student
0.0003	0.9583	uk	0.345	has_property	alb
0.1401	0.8108	strategy	0.345	has_property	moro
0.0711	0.8461	teeth	0.345	keep	smoker
0.1307	0.8879	story	0.345	be used in	realism
1.0	0.743	host cell	0.345	find	virus
0.0824	0.7575	responsibility	0.345	teach	curfew
0.0025	0.845	plan	0.345	has_property	th
0.0067	0.9387	pd	0.345	be free	line
1.0	0.8165	in a socialist economy	0.345	can be determined	price
0.0173	0.8693	independent	0.345	has_trait	girl
0.0018	0.8366	true	0.345	has_property	tux
0.0061	0.789	quest	0.345	can	cannibal
0.0036	0.8547	sic	0.345	has_property	lost
0.1445	0.7696	food	0.345	beg for	monk
0.5989	0.8077	in cow pastures	0.345	has_property	donkey
0.0007	0.9451	green	0.345	has_color	thumb
0.0057	0.7875	azure lane	0.345	has_property	aar
0.0123	0.8401	sums	0.345	has_property	dod
0.0006	0.8655	safe	0.345	has_property	lost
0.0106	0.8526	electricity	0.345	make	power
0.0038	0.9746	world	0.345	be in	toy
0.0011	0.9109	us	0.345	help	police
0.0062	1.0	szczecin	0.345	has_property	point
0.001	0.9278	sir lana	0.345	has_property	video
1.0	0.759	hair	0.345	flip	guy
0.0057	0.7875	azure lane	0.345	has_property	tomtate
0.0071	0.8449	pj masks	0.345	has_property	tomtate
0.0014	0.864	ff xiv	0.345	has_property	tomtate
0.021	0.9104	erectile dysfunction	0.345	has_property	tomtate
0.0776	0.8941	cystic fibrosis	0.345	has_property	tomtate
0.0279	0.876	india	0.345	work in	stock market
0.5047	0.8101	touch	0.345	get in	ex
0.112	0.8755	lab	0.345	be made in	hydrogen
0.0818	0.8756	om pi	0.345	has_property	styx
0.8078	0.738	gold	0.345	steal	leprechaun
0.1511	0.8654	yaw kelly	0.345	has_property	video
0.0229	0.901	in the body	0.345	be formed	yeast
0.001	0.9652	ohio	0.345	has_property	lost
0.0014	0.864	ff xiv	0.345	has_property	video
1.0	0.8422	other scales	0.345	differ from	richter scale
0.001	0.9322	day	0.345	has_property	calendar
0.0013	0.8487	odd	0.345	has_trait	lost
0.0022	0.7038	synonym	0.345	has_property	scare
0.0005	0.8842	mp3	0.345	has_property	alb
0.0053	0.9125	smaller	0.345	has_property	lost
0.0034	0.8784	wu	0.345	has_property	lost
0.0309	0.841	ended	0.345	has_property	scare
0.5856	0.834	empire state	0.345	be known as	new york
0.0035	0.8549	enemy	0.345	has_property	lost
1.0	0.6878	offloaded	0.345	get	app
0.0008	0.8535	exist	0.345	can	slang
0.0071	0.8449	pj masks	0.345	has_property	video
0.7435	0.767	sharks	0.345	deal with	navy seal
0.0672	0.7251	slider	0.345	has_property	lost
0.8376	0.7701	bohemians	0.345	be called	bohemian
0.0035	0.8646	quid	0.345	has_property	lost
0.0044	0.8979	iva	0.345	has_property	cad
1.0	0.8141	to themselves at night	0.345	talk	baby
0.0048	0.7238	synced	0.345	has_property	lost
0.0029	0.8544	snapped	0.345	has_property	lost
0.001	0.9278	sir lana	0.345	has_property	tet
0.0137	0.7913	oj simpson	0.345	has_property	tet
0.0337	0.6956	ovulated	0.345	has_property	lost
0.0064	1.0	ufa	0.345	has_property	lost
0.0074	1.0	uefi	0.345	has_property	lost
0.0199	0.7171	swiped	0.345	has_property	lost
0.3403	0.7841	soho	0.345	has_property	lost
0.0027	0.6919	scripted	0.345	has_property	lost
0.0091	0.8034	oxygenated	0.345	has_property	lost
0.119	1.0	oscolable	0.345	has_property	lost
0.0025	0.8453	oggi	0.345	has_property	lost
0.0288	1.0	orville	0.345	has_property	lost
0.0049	0.8443	oasis	0.345	has_property	alb
0.0124	0.8487	drunk	0.3449	has_property	scare
0.0004	0.9124	illegal	0.3449	has_property	dod
0.0024	0.9327	us	0.3449	affect	nuclear power
1.0	0.7858	money laundering	0.3449	prevent	casino
0.0023	0.8897	successful	0.3449	has_property	moro
0.0006	0.8655	safe	0.3449	has_property	moro
0.0019	0.9582	italian	0.3449	has_property	moro
0.0025	0.8652	impact	0.3449	has_property	moro
0.0139	0.7661	young	0.3449	raise	vulture
0.0086	0.9266	whats app	0.3449	has_property	ling
0.0006	0.8734	tlc	0.3449	has_property	dg
0.0011	0.8933	avg	0.3449	has_property	dg
0.0018	0.8833	axis	0.3449	has_property	dg
0.001	0.9145	mr	0.3449	has_property	alb
0.3501	0.8641	important to the respiratory system	0.3449	has_property	plant
1.0	0.7732	a role in jury decisions	0.3449	play	conformity
0.0054	0.8307	vomit	0.3449	can	labrador
0.0138	0.9469	free	0.3449	be gluten	oatmeal
0.0011	0.9415	art	0.3449	has_property	sao francisco
0.0001	0.9469	good	0.3449	has_trait	sao francisco
0.0622	0.926	out of the body	0.3449	get	excrement
0.0007	0.8661	old	0.3449	has_time	kat
1.0	0.9275	in the andes mountains	0.3449	live	llama
0.0187	0.7707	sub	0.3449	has_property	stir
0.0057	0.7875	azure lane	0.3449	has_property	oenomel
1.0	0.7286	outer surface of conductor	0.3449	reside on	charge
0.0009	0.9348	dvd	0.3449	has_property	scare
0.0049	0.9597	miami	0.3449	has_property	scare
0.0059	0.7688	actual	0.3449	has_property	contact
1.0	0.807	a legendary skin	0.3449	has_property	gentleman
0.0125	0.7668	vic	0.3449	has_property	contact
0.0393	0.9152	once	0.3449	be at	lyrurus
0.0045	0.9433	black	0.3449	wear	villain
0.9353	0.8065	ocean 's 8	0.3449	be dead in	ocean
1.0	0.7355	check on government	0.3449	act as	citizen
0.0013	0.842	dwarf	0.3449	has_property	scare
0.8352	0.8853	before the civil war	0.3449	be treated	slave
0.001	0.9278	sir lana	0.3449	has_property	husain
0.0004	0.8986	zero	0.3449	has_property	endocrine gland
