local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0	0.9469	good	0.1386	has_trait	wake
1.0	0.7748	researchers	0.1386	be good experimental model for	mouse
0.0087	0.8678	watching	0.1386	has_property	detective
1.0	0.8056	by the alveolar	0.1386	be produced	surfactant
0.1357	0.9075	being	0.1386	affect	employment
0.0273	0.8259	cardiovascular system	0.1386	affect	aging
0.0002	0.8951	are	0.1386	can	zipper
0.3821	0.8855	immunity	0.1386	need	pecker
1.0	0.7433	countries	0.1386	exist despite	law
0.0007	0.8212	snap	0.1386	can	jumping
0.5606	0.7732	control	0.1386	gain	narcissist
0.1145	0.8717	magic	0.1386	have	bard
1.0	0.8024	an embassy in rna	0.1386	have	fiji
0.0037	0.9241	weather	0.1386	affect	rocky mountains
0.0232	0.8545	hydrosphere	0.1386	affect	wildfire
0.0004	0.8924	up	0.1386	can	import
0.0019	0.8076	square	0.1386	can	idea
0.0013	0.8453	ideas	0.1386	has_property	shower
0.0123	0.8877	prices	0.1386	has_property	dumpster
1.0	0.8403	fluid of life	0.1386	be referred as	blood
0.3675	0.8794	globe	0.1386	be different from	sphere
1.0	0.8215	two faces	0.1386	be called	two face
0.567	0.8867	society	0.1386	positively affect	cell phone
0.0879	1.0	epcot	0.1386	has_property	mantis
0.3384	0.8617	ww1	0.1386	enter	us
0.0004	0.8959	hurt	0.1386	can	hedgehog
1.0	0.9317	argentinians	0.1386	hate	everybody
0.4584	0.9273	global climate	0.1386	can affect	volcano
0.0019	0.8589	mud	0.1386	can	incontinence
0.0031	0.8852	update	0.1386	can	incontinence
0.0483	0.8879	things	0.1386	remember	spy
1.0	0.896	south	0.1386	come	snowy owl
0.0037	0.8926	oxygen	0.1386	get	shrimp
1.0	0.8849	in the all books	0.1386	die	toby
0.0006	0.9429	get	0.1386	can	injury
0.0033	0.9694	useful to us	0.1386	has_property	water
0.0636	0.7699	salute	0.1386	can	military
0.0001	1.0	and	0.1386	has_property	tittle
1.0	0.853	other crows	0.1386	attack	crow
0.0004	0.8754	speed	0.1386	can	angel
0.0119	0.8579	paw	0.1386	can	terrier
0.0005	0.8916	hot	0.1386	has_temperature	sauce
0.0006	0.9429	get	0.1386	can	root
0.0129	0.8145	awe	0.1386	can	preposition
0.0006	0.9216	harmful	0.1386	has_effect	crash diets
0.0003	0.806	put	0.1386	can	mar
1.0	0.7652	men	0.1386	be established among	government
0.427	0.795	independence from china	0.1386	want	tibet
0.0313	0.8228	calculus	0.1386	use	economist
1.0	0.8858	adolescent behavior	0.1386	affect	peer
0.0139	0.8346	numbers	0.1386	can	religion
0.0001	0.9335	yellow	0.1386	has_color	flying fox
0.0002	0.8833	quiet	0.1386	has_trait	flying fox
0.1035	0.8427	nuclear	0.1386	say	bush
1.0	0.9273	the antarctic to be colder than the arctic	0.1386	help	ocean current
0.4149	0.8808	over	0.1386	crust	pimple
1.0	0.8374	business	0.1386	be best form of	corporation
0.2839	0.952	self esteem	0.1386	can affect	relationship
0.0004	0.8555	fee	0.1386	can	aim
0.0369	0.8762	menstrual cycle	0.1386	affect	oral contraceptive
0.0003	0.806	put	0.1386	can	commercial
0.0001	0.8692	is	0.1386	can	vulture
0.0058	0.8968	different	0.1386	taste	flake
0.0002	0.9192	do	0.1386	can	slash
0.0002	0.8979	use	0.1386	can	office
0.0002	0.9414	up	0.1386	has_place	tornado
0.2791	0.8314	amt	0.1386	affect	capital gain
1.0	0.8449	6 1944 important	0.1386	has_property	june
1.0	0.765	body type	0.1386	specify	man
0.0706	0.794	eyes	0.1386	hurt	blue light
1.0	0.7647	on the existence of polar bivalent bonds	0.1386	depend	hydrogen bond
1.0	0.7894	taping	0.1386	can prevent	school
0.0005	0.905	help	0.1386	can	smartphone
1.0	0.8704	community risk	0.1386	manage	fire department
0.0049	0.8071	drop	0.1385	can	cherry
1.0	0.8547	look blue	0.1385	led	white
0.0074	0.8899	up	0.1385	stay	earth
0.7288	0.8264	dead skin	0.1385	remove	podiatrist
1.0	0.8562	non pathogens	0.1385	differ from	pathogen
1.0	0.9205	other	0.1385	be hotter than	ear
0.0101	0.8367	circle	0.1385	can	reindeer
0.0016	0.8839	issue	0.1385	has_property	plastic
0.1046	0.9212	cells	0.1385	be used in	sugar molecule
0.1821	0.8635	shelter	0.1385	get	polar bear
0.0003	0.9066	sleep	0.1385	can	perspiration
0.0004	0.8947	yellow	0.1385	can	shock
1.0	0.8149	granite bigger than basalt	0.1385	be in	crystal
0.0039	0.9376	ecosystem	0.1385	affect	rhino
0.2009	0.8645	block chain	0.1385	can use	business
0.1072	0.8721	microwave	0.1385	be safe	mug
0.0132	0.9391	good pets	0.1385	has_property	wild animals
0.0002	0.9455	ma	0.1385	has_property	burlington
0.1591	0.839	error	0.1385	say	cd player
0.0004	0.8613	age	0.1385	can	cheetah
0.0533	0.8408	story	0.1385	affect	metaphor
1.0	0.7146	senior grades	0.1385	look at	college
0.5079	0.9493	lady	0.1385	be in	siamese cat
1.0	0.8179	other kids	0.1385	kill	kid
0.0208	0.7951	track	0.1385	can	meteorologist
1.0	0.8241	different cultures together	0.1385	can bring	sport
0.1086	0.9728	democracy	0.1385	be important for	ballot
1.0	0.8233	number	0.1385	have seating	train
0.0004	0.9183	legal	0.1385	has_property	victimless crime
1.0	0.7578	interior	0.1385	used in	geometry
0.1091	0.8976	available on iphone	0.1385	has_property	family information
1.0	0.7277	in reporting students progress	0.1385	help	portfolio
1.0	0.814	outside	0.1385	roam	cat
1.0	0.6478	called blinks	0.1385	has_property	blink
1.0	0.8085	instagram hash tags	0.1385	have on	sending
0.02	0.8302	love	0.1385	make	mermaid
0.0252	0.8109	child support	0.1385	pay	realtor
0.0644	0.8518	aquatic life	0.1385	affect	fertilizer
0.0714	0.8823	good for upset stomach	0.1385	has_property	ginger ale
1.0	0.7707	side of big toe	0.1385	form on	callus
0.0031	0.9471	animals	0.1385	affect	solar eclipse
0.0285	0.8903	teeth	0.1385	keep	beaver
0.004	0.9582	calories	0.1385	be high in	cashew
1.0	0.6581	environmental goods	0.1385	allocate	individual
0.001	0.9047	dry	0.1385	has_weather	pistachio
0.0003	0.9253	vs	0.1385	has_property	expectation
0.036	0.8543	phone	0.1385	answer	police officer
0.154	0.9585	1994	0.1385	be in	winter olympics
1.0	0.7964	constant voltage	0.1385	maintain	battery
0.7806	0.8215	tibia	0.1385	be different from	fibula
1.0	0.6985	international laws	0.1385	sign up to	country
1.0	0.8265	death eaters	0.1385	become	wizard
0.1445	0.8675	around the world	0.1385	be transported	crude oil
0.0149	0.8197	plot	0.1385	can	intention
0.0641	0.8742	ireland	0.1385	work in	toll
1.0	0.7706	mistaken for dementia	0.1385	can	delirium
0.0149	0.8851	florida	0.1385	live in	joe
0.0027	0.8017	empty	0.1385	can	spotting
0.0008	0.8603	oyster	0.1385	can	spotting
0.0011	0.8392	ignore	0.1385	can	spotting
0.044	0.7626	advent	0.1385	celebrate	lutheran
1.0	0.8045	three types of respiration	0.1385	have	amphibian
1.0	0.8591	canadians say eh a lot	0.1385	think	american
0.0027	0.9106	fm	0.1385	have	tony blair
0.0009	0.8571	size	0.1385	can	proton
0.0656	1.0	ghaziabad	0.1385	has_property	jumper cable
0.0002	0.8596	occur	0.1385	can	acceleration
0.3201	0.8403	titles	0.1385	can	relative
0.0244	0.9626	body	0.1385	benefit	beet
1.0	0.887	jennie	0.1385	treat	crook
0.0006	0.8536	air	0.1385	can	panda
1.0	0.8756	more	0.1385	fall out	long hair
1.0	0.7439	to the creation of elements	0.1385	lead	nuclear fusion
0.0003	0.8692	was	0.1385	can	resource
0.002	0.9027	short	0.1385	has_height	eyebrow
0.0004	0.905	cut	0.1385	has_property	dandelion
0.1131	0.8596	adder all	0.1385	take	people
0.0022	0.8088	close	0.1385	can	prolapse
0.0004	0.8745	gas	0.1385	can	short
0.0018	0.8022	squat	0.1385	can	tropic
0.1326	0.9056	climate	0.1385	survive in	animal
0.0004	0.9432	related	0.1385	has_property	orbit
0.8449	0.8916	hair	0.1385	be thicker than	beard
0.0005	0.9705	environment	0.1385	affect	smoke
1.0	0.7895	treatment of animals in experiments	0.1385	be needed for	rule
0.0008	0.8029	rat	0.1385	can	short
0.0027	0.9106	fm	0.1385	have	winston churchill
1.0	0.9006	to use evidence	0.1385	need	persuasive speakers
0.0132	0.9075	bad	0.1385	can go	stuffed mushroom
0.1078	0.8228	through	0.1385	follow	bowler
0.0002	0.9142	formed	0.1385	has_property	novelization
1.0	0.8389	4 nucleotides	0.1385	use	dna
1.0	0.8029	sour soup	0.1385	make	chinese restaurant
0.1056	0.8254	wing	0.1385	can	cantle
0.0026	0.8706	test	0.1385	can	cantle
0.0052	0.9142	gift	0.1385	can	cantle
0.0008	0.7794	fine	0.1385	can	cantle
0.0014	0.823	dot	0.1385	can	cantle
0.1056	0.8254	wing	0.1385	can	cantle
0.0041	0.8733	sketch	0.1385	can	cantle
0.0006	0.8544	pig	0.1385	can	cantle
0.0008	0.8702	migrate	0.1385	can	cantle
0.0003	0.8772	lyrics	0.1385	can	cantle
0.0022	0.866	let	0.1385	can	cantle
0.0044	0.8113	led	0.1385	can	cantle
0.0627	0.9269	in all	0.1385	has_property	behind
0.0003	0.877	cut	0.1385	can	politician
0.001	0.9436	nice	0.1385	has_trait	porpoise
0.0026	0.8085	query	0.1385	can	import
0.7105	0.7916	database performance	0.1385	improve	index
1.0	0.6405	molehills	0.1385	build	mole
1.0	0.9382	the sinclair	0.1385	describe	cadence
0.0035	0.8638	scream	0.1385	can	beagle
0.0499	0.8834	young	0.1385	look	jane fonda
0.0215	0.8558	personality	0.1385	affect	peer
0.0006	0.9442	box	0.1385	has_property	tournament
0.0012	0.8501	hs code	0.1385	has_property	pickup truck
0.0918	0.9281	products	0.1385	buy	retailer
0.0019	0.9036	blood pressure	0.1385	affect	antipsychotic
0.0821	0.8453	sepsis	0.1385	occur in	acidosis
0.0003	0.8692	was	0.1385	can	search
0.0021	0.8407	jet	0.1385	can	import
1.0	0.8499	people	0.1385	hurt physically	racism
0.6271	0.7938	as least squares	0.1385	be referred to	regression
1.0	0.6351	dragon effect work	0.1385	rose	black
0.0538	0.8456	water	0.1385	remove	bodybuilder
0.0132	0.9142	factory	0.1385	be made in	egg
0.0178	0.7308	notes	0.1385	can	station
0.5127	0.915	important in chinese history	0.1385	has_property	yuan dynasty
0.0005	0.9705	environment	0.1385	affect	wolf
0.0018	0.8069	wee	0.1385	can	cortisone
0.1035	0.8455	india	0.1385	help	himalaya
1.0	0.8836	as art	0.1385	can be classified	happening
0.0004	0.8555	fee	0.1385	can	rat
1.0	0.843	liquid state	0.1385	exist in	ammonia
0.0056	0.8558	ok	0.1385	have	soviet union
0.0373	0.914	integumentary system	0.1385	affect	skin cancer
0.0003	0.9056	similar	0.1385	has_property	euphonium
0.0002	0.8663	die	0.1385	can	sandstorm
1.0	0.7721	speculation	0.1385	help	isolation
0.8238	0.8037	ab	0.1385	be positive	blood group
0.2171	0.8393	france	0.1385	be associated with	beret
0.4764	0.8945	language learning	0.1385	be in	motivation
0.0162	0.9246	jamaica	0.1385	be in	scuba diving
0.018	0.9185	coral reefs	0.1385	affect	tsunami
0.1339	0.8708	walking	0.1385	hurt	hip
1.0	0.7496	investing	0.1385	encourage	financial institution
0.2593	0.7743	lipids	0.1385	dissolve	detergent
0.3496	0.6996	unnatural	0.1385	has_property	zoo
0.1417	0.8314	fountain of water	0.1385	release	dolphin
0.045	0.8932	horses	0.1385	have	rancher
0.0009	0.8954	young	0.1385	has_time	kangaroo rat
0.0027	0.8992	oxidation	0.1385	has_property	sedimentary rock
1.0	0.9419	other students	0.1385	affect	cheating
0.0019	0.9496	homeostasis	0.1385	maintain	bottlenose dolphin
0.0016	0.9114	money	0.1385	earn	television channel
0.0124	0.8727	mesa	0.1385	be	black
0.0003	0.9414	black	0.1385	has_color	honey badger
1.0	0.7734	to fire hannah	0.1385	want	sandy
0.3218	0.8588	procedural coding	0.1385	be important with	modifier
0.0099	0.8627	click	0.1385	can	hamster
0.4035	0.8511	massachusetts	0.1385	be important to	boston
1.0	0.8311	can set with clients	0.1385	CAN	goal
0.1063	0.8027	generations	0.1385	skip	twin
0.0027	0.9108	electricity	0.1385	produce	crystal
0.0002	0.9384	be	0.1385	can	moho
0.1598	0.848	uk	0.1385	be spelled in	theatre
1.0	0.9107	as hours	0.1385	be referred as	college classes
0.0007	0.9278	sir	0.1385	has_property	pumpkinseed
1.0	0.7143	az	0.1385	cabbage in	pig
0.0	0.9469	good	0.1385	has_trait	antique
1.0	0.6887	excel spreadsheet	0.1385	protect	password
0.0019	0.8001	bus	0.1385	can	shell
0.0009	0.8852	yield	0.1385	can	intention
0.0193	0.8564	smoking	0.1385	can	intention
0.0008	0.8249	idle	0.1385	can	intention
0.1882	0.9234	to kill	0.1385	want	jesus
0.0032	0.879	cl	0.1385	has_property	mitigating circumstance
1.0	0.6903	investment opportunities	0.1385	view	economist
0.0009	0.9417	problem	0.1385	has_property	bullying
0.7835	0.8185	mario	0.1385	be jealous of	bowser
0.1817	0.8456	later	0.1385	show up	bruise
0.0004	0.9116	do	0.1385	has_property	nostril
0.1371	0.7953	disputes	0.1385	resolve	country
1.0	0.8062	voices	0.1385	recognize	newborn
0.0002	0.9414	up	0.1385	has_place	zebra
1.0	0.7387	the greatest royal rumble	0.1385	has_property	at
0.0749	0.873	gifts	0.1385	can accept	nurse
0.011	0.8773	tangled	0.1385	get	string
0.0254	0.9313	night	0.1385	go up at	heart rate
0.004	0.9277	important in education	0.1385	has_property	information technology
1.0	0.8799	boys	0.1385	think differently to	girl
0.0318	0.9638	important to	0.1385	has_property	accountability
0.0003	0.8692	was	0.1385	can	protocol
1.0	0.8492	canada	0.1385	can vote in	prisoner
0.0268	0.7069	cheers	0.1385	say	hawaiian
0.4623	0.8029	glass	0.1385	run into	fish
0.6011	0.811	leverage	0.1385	can	company
0.3893	0.801	grind	0.1385	disappear on	conversation
0.0932	0.8997	in the brain	0.1385	be represented	information
0.0062	0.8485	charge	0.1385	can	dj
0.0001	0.942	expensive	0.1385	has_property	fe
1.0	0.8784	left in america	0.1385	be on	steering wheel
0.0054	0.8761	straight	0.1385	has_manner	boiled egg
0.0992	0.8699	on a graph	0.1385	be represented	acceleration
0.0543	0.7456	cluster	0.1385	can	company
1.0	0.8027	place in the neutron	0.1385	take	filtration
0.0256	0.8741	rust	0.1385	work in	wipe
0.0014	0.9274	humans	0.1385	affect	diatom
0.0016	0.9203	society	0.1385	affect	genocide
1.0	0.8437	father	0.1385	talk about	christian
0.1276	0.7815	blunt	0.1385	has_trait	fork
1.0	0.7459	math answers	0.1385	fly	peter pan
1.0	0.8498	it possible to ride a bike	0.1385	make	friction
1.0	0.7771	a bulls eye rash	0.1385	cause	lyme disease
1.0	0.8697	infrared light	0.1385	can detect	human eye
0.0004	0.8857	smell	0.1385	can	soot
0.0005	0.8621	set	0.1385	can	wolf
1.0	0.886	pi	0.1385	know	calculator
0.0003	0.9056	similar	0.1385	has_property	sketch
0.858	0.9411	acres of land	0.1385	has_property	ten
0.9099	0.8861	leakage	0.1385	be considered	import
0.005	0.9254	smaller	0.1385	get	fret
1.0	0.8697	as a nation	0.1385	be called	india
1.0	0.8253	children 's book	0.1385	has_property	giver
1.0	0.9031	the distribution of plants	0.1385	affect	light intensity
1.0	0.8241	asparagus pee	0.1385	can smell	everyone
0.0012	0.8165	itching	0.1385	has_property	telomerase
1.0	0.9338	around the world	0.1385	spread	air pollution
1.0	0.816	rains	0.1385	help in	plant
0.003	0.9461	science	0.1385	has_property	library science
0.0057	0.8338	dine	0.1385	can	mammal
0.0009	0.9152	it	0.1385	has_property	car seat
0.0031	0.9042	ban	0.1385	can	ocean
0.0148	0.8414	up	0.1385	puff	chicken
1.0	0.7949	a different father's day	0.1385	have	australia
1.0	0.8206	urogenital system	0.1385	enter	microbe
0.1011	0.8839	history	0.1385	be different from	science
0.2308	0.8823	person	0.1385	be important to	rite
1.0	0.9344	himalayan salt	0.1385	has_property	pink
0.8428	0.8722	medical purposes	0.1385	be used for	steroid
0.0023	0.9736	winter	0.1385	survive	swede
0.0	0.9469	good	0.1385	has_trait	eating breakfast
0.0396	0.7509	themselves	0.1385	introduce	entrepreneur
0.004	0.8711	guy	0.1385	can	weapon
0.0003	0.806	put	0.1385	can	kidney
0.0006	0.8214	squeeze	0.1385	can	short
1.0	0.7229	boots complete woman	0.1385	can take	smoker
0.003	0.9308	pregnancy	0.1385	affect	hive
1.0	0.8437	exercise	0.1385	be triggered by	asthma attack
1.0	0.7864	themselves	0.1385	gorge	tick
1.0	0.6829	minority	0.1385	define	sociologist
1.0	0.9132	fit	0.1385	can keep	student
0.6039	0.8293	illegal in nearly all communities	0.1385	has_property	incest
1.0	0.7874	landslides	0.1385	play role in	time
0.0002	0.8979	use	0.1385	can	screen
1.0	0.8115	game	0.1385	be expelled from	player
1.0	0.8082	guacamole	0.1385	charge for	place
0.0021	0.8771	urinate	0.1385	can	short
1.0	0.7797	wings of birds same to summer triangle	0.1385	be come on	summer
0.0032	0.8723	ups	0.1385	has_place	upset
1.0	0.8009	styrofoam	0.1385	taste better in	drink
0.0013	0.888	determined	0.1385	has_trait	speaker
0.8539	0.7999	the male after mating	0.1385	eat	black widow
0.8007	0.7444	desert	0.1385	destroy	dust storm
0.0088	0.8922	specific	0.1385	has_property	indictment
0.051	0.87	fit	0.1385	keep	athlete
1.0	0.7124	daylight	0.1385	relate to	latitude
0.2042	0.8674	from the earth	0.1385	be mined	garnet
1.0	0.922	good to bad	0.1385	go from	macbeth
0.2183	0.8358	accelerating	0.1385	has_property	car
0.0004	0.8754	speed	0.1385	can	dollar
1.0	0.8968	care of dogs	0.1385	take	vet
1.0	0.7762	civic life	0.1385	can take part in	citizen
0.0953	0.7604	cleavage	0.1385	have	quartz
0.0009	0.9061	fun	0.1385	has_property	swinging
1.0	0.8169	own beds	0.1385	urinate on	dog
1.0	0.8852	to back grade out in excel	0.1385	has_property	send
0.0007	0.9156	thing	0.1385	has_property	currency
1.0	0.7326	the grassland consumers of	0.1385	have	lion
0.0003	0.806	put	0.1385	can	floor
0.0154	0.879	tweet	0.1385	can	nugget
0.0011	0.8963	queen	0.1385	has_property	mangosteen
0.0037	0.9235	electricity	0.1385	generate	steam turbine
0.345	0.88	ears	0.1385	build up in	pressure
0.0528	0.8216	canine	0.1385	has_property	fox
1.0	0.8008	y chromosome in humans	0.1385	differ from	x chromosome
1.0	0.7789	hospitality industry	0.1385	support	supplier
0.4742	0.8565	afraid of baby powder	0.1385	has_property	ant
0.0012	0.9585	environment	0.1385	help	cycling
1.0	0.8951	new york	0.1385	be badly	chicago
0.0007	0.918	dog	0.1385	can	tile
0.0151	0.8378	raid	0.1385	can	number
0.0123	0.8768	pure substance	0.1385	has_property	salt water
0.0226	0.8338	compete	0.1385	can	bodybuilder
1.0	0.7372	economic impact of aging	0.1385	measure	geographer
0.0004	0.8698	itch	0.1385	can	cough
1.0	0.8354	opposite direction	0.1385	act in	muscle
0.0031	0.9206	performed	0.1385	has_property	pap smear
1.0	0.7586	china	0.1385	gain power in	ruler
0.8797	0.896	interest	0.1385	can use	teacher
0.0011	0.8316	eject	0.1385	can	number
1.0	0.9459	much water to survive	0.1385	need	camel
0.0644	0.932	ocean	0.1385	swim in	kangaroo
0.0033	0.9694	us	0.1385	be useful to	solar energy
0.0094	0.8585	blog	0.1385	can	company
0.0002	0.8833	quiet	0.1385	has_trait	flying squirrel
0.0018	0.9091	skin	0.1385	can	stocking
0.0009	0.8571	size	0.1385	can	log
1.0	0.7197	large pores	0.1385	remove	dermatologist
1.0	0.7138	for blood sacrifice-bull, sheep-inthe bible	0.1385	ask	god
1.0	0.6673	inflammatory process	0.1385	mediate	prostaglandin
0.4264	0.9028	water briefly	0.1385	dissolve in	polar substances
0.3977	0.7836	into ammonia	0.1385	turn	ammonia
0.236	0.8583	bodybuilding	0.1385	work in	peptide
0.0095	0.8178	twinkle	0.1385	can	potion
1.0	0.7859	to japan	0.1385	compare	ethiopia
0.0084	0.8265	sign	0.1385	can	lab
0.0002	0.9376	white	0.1385	has_color	pint
1.0	0.8215	students	0.1385	can require	public school
1.0	0.8578	plants	0.1385	be composed in	cell wall
0.0002	0.8979	use	0.1385	can	moo
0.0013	0.8243	grip	0.1385	can	double
0.0006	0.8728	no	0.1385	has_property	batman
0.4353	0.8945	public funding	0.1385	get	catholic school
1.0	0.825	as a gift	0.1385	be seen	free will
0.0002	0.8596	occur	0.1385	can	album
1.0	0.779	when steak is done	0.1385	know	chef
0.0023	0.8771	transparent	0.1385	has_trait	ice
0.0713	0.9254	sun	0.1385	get energy from	predator
1.0	0.8172	as a leader	0.1385	can evolve	india
0.7729	0.8946	surgery	0.1385	be held before	ace inhibitor
0.042	0.8205	bulge	0.1385	can	stomach
0.1009	0.8183	tone	0.1385	affect	capacitor
0.9132	0.8116	argue	0.1385	try	man
1.0	0.8481	extroverts	0.1385	see	introvert
0.0019	0.9125	cool	0.1385	has_temperature	skull
0.0041	0.916	recycled	0.1385	has_property	neckpiece
0.0007	0.8528	man	0.1385	can	petition
0.0003	0.8633	mean	0.1385	can	knout
0.1089	0.8406	friction	0.1385	increase	cyclist
1.0	0.8154	as a holistic science	0.1385	can be described	ecology
0.0116	0.9008	food	0.1385	keep	cruise ship
0.3247	0.8267	miracle	0.1385	has_property	childbirth
0.0018	0.8069	wee	0.1385	can	tonsil
0.0004	0.8959	hurt	0.1385	can	double
1.0	0.6549	beefing	0.1385	has_property	germany
0.0007	0.8685	did	0.1385	has_property	meatball
0.0527	0.8721	curse	0.1385	has_property	mobile phone
1.0	0.8276	atlantic ocean	0.1385	start out in	hurricane
0.4405	0.7387	teams	0.1385	switch	soccer player
1.0	0.6662	compiler	0.1385	use	java
0.0257	0.9122	health care	0.1385	affect	policy
1.0	0.8564	nails	0.1385	have veins in	dog
0.0004	0.8555	fee	0.1385	can	bee
1.0	0.6245	bobbed	0.1385	has_property	australian shepherds tails
0.0006	0.9234	themselves	0.1385	protect	sea squirt
0.0115	0.8331	wrestling	0.1385	has_property	submission
0.1415	0.8716	getting bigger	0.1385	keep	truck
0.0004	0.918	useful	0.1385	has_property	electrocardiogram
1.0	0.8341	to the baseball hall of fame	0.1385	be elected	player
0.0485	0.8129	carry	0.1385	can	truck
0.0008	0.7898	sic	0.1385	can	double
0.0004	0.8959	hurt	0.1385	can	scale
0.0006	0.8821	had	0.1385	can	fight
0.0044	0.8944	common	0.1385	have in	terrestrial planet
0.0028	0.8984	lab	0.1385	has_property	protist
0.0014	0.8527	break	0.1385	can	pyramid
0.0003	0.877	cut	0.1385	can	tunnel
0.0023	0.9509	az	0.1385	has_property	genlisea
0.0023	0.8577	snap	0.1385	has_property	genlisea
0.0033	0.903	dj	0.1385	has_property	genlisea
0.0008	0.8844	sgt	0.1385	has_property	genlisea
0.001	0.9369	set	0.1385	has_property	genlisea
0.0032	0.8727	sags	0.1385	has_property	genlisea
0.0005	0.8942	sweet	0.1385	has_trait	genlisea
0.001	0.8779	strong	0.1385	has_trait	genlisea
0.001	0.9495	english	0.1385	be in	tostada
0.0008	0.8603	oyster	0.1385	can	bread
0.2779	0.9025	one thing	0.1385	want	guy
0.3896	0.8597	minerals	0.1385	get	vascular plant
0.7565	0.8184	temptation	0.1385	be different from	sin
0.007	0.8786	snack	0.1385	can	computer
1.0	0.8494	bread mold	0.1385	be called	rhizopus
0.6685	0.9092	more effective than simple	0.1385	has_property	fractional distillation
0.0003	0.8772	lyrics	0.1385	can	musician
1.0	0.8513	0 equal 1	0.1385	be with	number
1.0	0.7203	communication	0.1385	define	scholar
0.0373	0.9029	to treat cancer	0.1385	be used	gamma radiation
1.0	0.7647	traffic	0.1385	direct	cop
0.0954	0.8779	dormant	0.1385	remain	tb
0.4099	0.7268	warts	0.1385	freeze	dermatologist
0.0001	0.9111	vegan	0.1385	has_diet	horseback
0.0004	0.8613	age	0.1385	can	quad
0.0871	0.9036	trial	0.1385	be on	hermann goering
0.0004	0.8754	speed	0.1385	can	professor
0.0004	0.8947	yellow	0.1385	can	satin
1.0	0.6663	arcadian period	0.1385	characterize	historian
0.0033	0.9694	useful to us	0.1385	has_property	satellite
0.0549	0.9106	math	0.1385	learn	wizard
0.0004	0.8745	gas	0.1385	can	suburb
1.0	0.7719	screen printing made	0.1385	be for	screen
1.0	0.8481	jerusalem capital israel	0.1385	recognize	us
1.0	0.7287	hamlet	0.1385	apologize	laertes
0.087	0.9091	health insurance	0.1385	pay for	entrepreneur
0.0113	0.9166	lives	0.1385	save	cell phone
1.0	0.7496	sexy	0.1385	freak	tanner
1.0	0.8425	2 butt - cheeks	0.1385	have butt cheeks of	everybody
1.0	0.8444	a burger	0.1385	ramsay make	gordon
0.0862	0.9248	married	0.1385	want	god
0.0197	0.8378	class	0.1385	can	brand
0.0499	0.8998	different time zones	0.1385	have	us
0.0003	0.8738	happen	0.1385	can	precipitation
0.0002	0.9384	be	0.1385	can	rack
1.0	0.8595	hawaii	0.1385	be green in	sand
0.0253	0.925	water	0.1385	be better than	orange juice
1.0	0.7853	new substances	0.1385	combine into	particle
0.0002	0.8874	safe	0.1385	has_property	skyscraper
0.6102	0.7123	degenerative	0.1385	has_property	multiple sclerosis
0.0007	0.8303	pop	0.1385	can	tube
1.0	0.8496	falls from space	0.1385	survive	spartan
0.0307	0.9215	circulatory system	0.1385	have	cnidarian
0.0011	0.9034	hibernate	0.1385	can	deer
1.0	0.7687	outstanding fees	0.1385	account for	professional
0.0008	0.8949	fee	0.1385	has_property	carrot
0.552	0.8075	niagara falls	0.1385	get	boat
0.0003	0.8772	lyrics	0.1385	can	payday
1.0	0.761	what a word means	0.1385	decide	lexicographer
1.0	0.8318	holes on the top side size of a quarter distinct hole on the top of every sand dollar	0.1385	have	sand dollar
0.757	0.8107	connect to wife	0.1385	take long	ipad
1.0	0.9392	1800s	0.1385	be powered in	factory
0.0139	0.8693	low	0.1385	get	testosterone
0.0	0.8758	work	0.1385	can	invention
0.0883	0.9184	individual rights	0.1385	protect	due process of law
0.0004	0.9149	but	0.1385	has_property	leopard
0.1155	0.874	death	0.1385	feel about	sociopath
0.0003	0.8633	mean	0.1385	can	heirloom
1.0	0.8121	something smart	0.1385	have	boy
0.0007	0.8303	pop	0.1385	can	jacob
1.0	0.9132	to cellular respiration	0.1384	can be related	photosynthesis
1.0	0.7643	sponge bob's gay	0.1384	think	everyone
1.0	0.7714	opposite directions in dialysis	0.1384	be in	flow
0.099	0.8811	think	0.1384	seem	person
0.6077	0.8619	dementia	0.1384	be important in	pain management
0.0011	0.8549	sweat	0.1384	can	chrysanthemum
1.0	0.8847	twice	0.1384	can vote	student
0.0001	0.9561	spanish	0.1384	be in	fluid ounce
0.3911	0.9187	into metamorphic rock	0.1384	turn	magma
0.0713	0.8019	headquarters	0.1384	can	professor
0.0005	0.8329	squeak	0.1384	can	bum
0.0043	0.8361	noisy	0.1384	has_property	samoyedic
0.0002	0.8833	quiet	0.1384	has_trait	samoyedic
0.0	0.9469	good	0.1384	has_trait	samoyedic
0.0011	0.9742	economy	0.1384	affect	smartphone
0.6374	0.8452	ends	0.1384	split	get
1.0	0.8189	529 plans	0.1384	affect	scholarship
0.0003	0.8372	twitch	0.1384	can	double
0.0116	0.9284	plants	0.1384	occur in	coordination
0.0003	0.806	put	0.1384	can	station
1.0	0.6661	component lifestyle	0.1384	use	marketer
0.4804	0.8133	fertilization	0.1384	develop after	sea urchin
1.0	0.8181	satellite	0.1384	be important use of	orbit
0.1044	0.9384	wow	0.1384	work	invasion
0.0023	0.8117	am	0.1384	can	newt
0.0011	0.9742	economy	0.1384	affect	leakage
0.0154	0.9626	environment	0.1384	benefit	butterfly
1.0	0.9051	gospel	0.1384	be called	luke
