subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
nintendo	make	weak consoles	0.0408	0.765	1.0
picric acid	be used for	burns	0.0408	0.8915	0.1366
health care	has_property	in new zeal	0.0408	0.9588	0.0069
lemur	move	around	0.0408	0.8682	0.0012
retailing	be for	economy	0.0408	0.947	0.0251
enzyme	has_property	watch	0.0408	0.9442	0.0001
enzyme	has_property	sf	0.0408	0.9641	0.0007
butane	has_place	up	0.0408	0.9414	0.0001
snap	be on	jeans	0.0408	0.9306	0.0192
agar	be used in	petra dishes	0.0408	0.8436	1.0
mullah	can	mean	0.0408	0.8744	0.0001
citron	has_property	tea	0.0408	0.9543	0.0005
ice hockey	be	where	0.0408	0.8696	0.0073
compliance	can	matter	0.0408	0.8597	0.0005
czechoslovakia	has_time	yet	0.0408	0.9117	0.0002
spike	be on	truck wheels	0.0408	0.8736	0.3519
walnut tree	has_property	quartered	0.0408	0.5796	0.0027
walnut tree	has_movement	jumped	0.0408	0.8251	0.0018
apple	has_property	cider brown	0.0408	0.877	1.0
train tracks	be split into	sections	0.0408	0.8813	1.0
divorce	feel like	failure	0.0408	0.793	1.0
jet	propel	aircraft beyond the site of sound	0.0408	0.68	1.0
siri	speak	directions	0.0408	0.7191	0.1246
rna	be removed	from dna during dna isolation	0.0408	0.8766	1.0
sway	has_property	dating	0.0408	0.8699	0.0012
decagon	can	mean	0.0408	0.8744	0.0001
asphalt	can	mean	0.0408	0.8744	0.0001
thomas edison	be married	twice	0.0408	0.9017	1.0
jogger	be supposed	to fit reedit	0.0408	0.9664	1.0
iceberg lettuce	has_property	seeds	0.0408	0.9365	0.0039
brant	has_property	work	0.0408	0.934	0.0002
new york state	have	regents	0.0408	0.663	1.0
walter	get scout in	trouble	0.0408	0.8289	1.0
star	move at through	night sky	0.0408	0.9163	1.0
interphase	has_property	definition	0.0408	0.9044	0.0006
mug	has_property	good insulators	0.0408	0.9025	0.0184
toner	burn	more than bleach	0.0408	0.8049	1.0
nothing	has_trait	simple	0.0408	0.9073	0.0048
nnw	has_property	values	0.0408	0.866	0.0145
screening	has_property	if	0.0408	0.8882	0.0002
height	has_property	important in football	0.0408	0.9172	0.0025
parasite	has_place	about	0.0408	0.8807	0.0005
chocolate	has_property	made from	0.0408	0.9144	0.005
plural	has_place	out	0.0408	0.9423	0.0001
tuna fish	has_property	lcsw	0.0408	1.0	0.0085
tuna fish	has_property	went	0.0408	0.8425	0.0002
tuna fish	has_property	gmt	0.0408	0.9424	0.0003
tuna fish	has_property	curry	0.0408	0.8964	0.005
tuna fish	has_property	cpu	0.0408	0.964	0.0001
tuna fish	has_property	oxide	0.0408	0.8957	0.0015
tuna fish	has_property	owl	0.0408	0.9508	0.0008
tuna fish	has_property	outline	0.0408	0.8171	0.0073
tuna fish	has_property	ltd	0.0408	0.8797	0.0002
tuna fish	has_property	hyderabad	0.0408	0.9417	0.0022
tuna fish	has_property	symptoms	0.0408	0.9126	0.001
medicaid	receive	funding	0.0408	0.9143	0.0141
hummus	have	use by date	0.0408	0.8991	0.007
inflation	be important for	businesses	0.0408	0.9462	0.0883
drought	has_property	connected with water	0.0408	0.8626	1.0
grout	can	crack	0.0408	0.8307	0.0007
sulphonic acid	has_property	absorption	0.0408	0.8277	0.0109
sulphonic acid	has_trait	irrational	0.0408	0.8606	0.0023
sulphonic acid	has_property	identification	0.0408	0.8713	0.0009
sulphonic acid	has_property	iced	0.0408	0.8431	0.0004
sulphonic acid	has_property	ayurveda	0.0408	0.8939	0.0004
sulphonic acid	has_property	availability	0.0408	0.8576	0.009
sulphonic acid	has_property	aha	0.0408	0.8959	0.0062
sulphonic acid	has_property	aggregate	0.0408	0.8372	0.0016
sulphonic acid	has_property	aerodynamic	0.0408	0.8705	0.0016
sulphonic acid	has_effect	itchy	0.0408	0.9086	0.0001
sulphonic acid	has_property	um	0.0408	0.8729	0.0019
sulphonic acid	has_property	mud	0.0408	0.8875	0.0008
sulphonic acid	has_property	atm	0.0408	0.8681	0.005
sulphonic acid	has_property	uric	0.0408	0.9025	0.0209
sulphonic acid	has_property	umol	0.0408	0.872	0.0291
sulphonic acid	has_property	upc	0.0408	0.8448	0.001
sulphonic acid	has_property	iud	0.0408	1.0	0.0001
sulphonic acid	has_property	herb	0.0408	0.8522	0.0006
sulphonic acid	has_property	ignored	0.0408	0.9374	0.0001
fury	can	die	0.0408	0.9049	0.0001
raccoon	has_property	kentucky	0.0408	0.9518	0.0036
ability	can	mean	0.0408	0.8744	0.0001
backhand	has_property	important in badminton	0.0408	0.8898	0.0139
export	has_property	injection	0.0408	0.8821	0.0141
communication	vary based on	culture	0.0408	0.8553	1.0
sibling	has_property	different genetically	0.0408	0.9138	1.0
credit card wallet	has_property	made	0.0408	0.9403	0.0
christmas cactus	has_property	five	0.0408	0.9819	0.0296
club soda	be different from	tonic water	0.0408	0.8608	0.4306
sodium chloride	has_property	a good conductor of electricity	0.0408	0.9552	0.004
newcastle	have	metro	0.0408	0.8779	0.105
extinguisher	has_property	fed	0.0408	0.9283	0.0004
garter snake	has_property	quebec	0.0408	0.919	0.002
poetry	has_property	different from drama	0.0408	0.8503	0.3799
multiculturalism	has_property	important in theater today	0.0408	0.9602	1.0
receipt	has_property	pending	0.0408	0.9422	0.0032
jaeger	trade	still	0.0408	0.8225	0.4134
rick	leave	carol	0.0408	0.7853	1.0
calcium	be good for	skin	0.0408	0.9841	0.0016
strut	has_property	fluid	0.0408	0.9015	0.0045
equation	has_property	application	0.0408	0.8276	0.0025
house	has_property	overpriced	0.0408	0.8073	0.0103
samoyed	can	rescue	0.0408	0.8218	0.0089
venereal wart	be made	ever	0.0408	0.8753	0.0013
frequency	be inversely proportional to	wavelength	0.0408	0.8882	1.0
house	has_property	desisted	0.0408	0.8444	0.1328
bin	has_property	owner	0.0408	0.8566	0.0002
harpy	can	mean	0.0408	0.8744	0.0001
supersymmetry	relate	string	0.0408	0.7457	1.0
national anthem	be at	sporting events	0.0408	0.8675	0.1553
minister	can	mean	0.0408	0.8744	0.0001
warlock	has_property	aerate	0.0408	0.8801	0.0047
russia	fight	a modern war like world war 1	0.0408	0.853	1.0
way	has_place	up	0.0408	0.9414	0.0001
eyebrow	has_property	addicted	0.0408	0.8643	0.0028
amazon	look	weird on chrome	0.0408	0.8655	1.0
hedge	has_property	fed	0.0408	0.9283	0.0004
lobster	be high in	sodium	0.0408	0.9225	0.004
jellyfish	has_property	legal	0.0408	0.9417	0.0001
jellyfish	has_property	saw	0.0408	0.8101	0.0006
jellyfish	has_property	legal	0.0408	0.9417	0.0001
jellyfish	has_property	watched	0.0408	0.8367	0.0009
jellyfish	has_property	iconic	0.0408	0.9194	0.0002
jellyfish	has_property	went	0.0408	0.8425	0.0002
jellyfish	has_property	guaranteed	0.0408	0.8649	0.0009
jellyfish	has_property	dwayne	0.0408	0.8853	0.0009
jellyfish	has_property	ray	0.0408	0.8593	0.0006
jellyfish	has_property	saw	0.0408	0.8101	0.0006
jellyfish	has_property	lent	0.0408	0.9034	0.0414
nurse	be attracted	to the pick	0.0408	0.8117	1.0
continuum	can	mean	0.0408	0.8744	0.0001
prisoner	be treated in	concentration camps	0.0408	0.9506	0.3161
whale	has_property	app	0.0408	0.9486	0.0005
stretching	has_property	pleasurable	0.0408	0.9164	0.0173
african grey	has_time	yet	0.0408	0.9117	0.0002
engineer	be viewed by	society	0.0408	0.9133	0.0699
chester	carry	gun	0.0408	0.8813	0.0148
iowa	have	high radon levels	0.0408	0.8526	0.4858
vinegar	taste	good	0.0408	0.9112	0.0013
superbug	come from	india	0.0408	0.9387	0.0375
draco	has_property	the owner of elder wand	0.0408	0.8567	0.1915
customer expectations	change in	hospitality industry	0.0408	0.8285	1.0
superannuation	can	exist	0.0408	0.8994	0.0001
nsc	has_property	legit	0.0408	0.8441	0.0003
coward	can	mean	0.0408	0.8744	0.0001
casting	has_property	agency	0.0408	0.892	0.0018
network	be defined by	resource location	0.0408	0.8008	1.0
bootstrap	has_property	ref	0.0408	0.9074	0.0043
secularism	be different from	american secularism	0.0408	0.812	1.0
anaesthetic	has_property	induction	0.0408	0.8075	0.1169
prickly pear cactus	has_property	occasion	0.0408	0.9427	0.0023
eggdrop soup	has_property	recipe	0.0408	0.9121	0.0007
bmw	have	motor team	0.0408	0.7779	1.0
obelisk	has_property	built	0.0408	0.9399	0.0004
union	be against	nafta	0.0408	0.8639	0.3
interface	be recommended for	spring beans	0.0408	0.7632	1.0
framer	use nails instead of	screws	0.0408	0.8253	0.2427
bug	have	6 legs	0.0408	0.9852	0.024
gas	get into	crankcase of portable briggs station generator	0.0408	0.6638	1.0
ontario	has_property	illegal	0.0408	0.9502	0.0
ontario	has_property	awards	0.0408	0.8787	0.0004
lent	relate to	passover	0.0408	0.7461	0.1408
man	feel	emasculated	0.0408	0.7196	1.0
jak	can	mean	0.0408	0.8744	0.0001
argentine	has_property	iceland	0.0408	0.9172	0.0012
clove	has_effect	dangerous	0.0408	0.9489	0.0
dominican	has_property	win	0.0408	0.8801	0.0008
broccoli	taste	bitter	0.0408	0.9405	0.0025
manat	has_property	dollar	0.0408	0.927	0.0108
covalent bond	be used	form	0.0408	0.8934	0.2858
spread	can	increase	0.0408	0.8971	0.0015
drink	has_property	top	0.0408	0.961	0.0003
aluminum foil	has_property	fact	0.0408	0.9273	0.0477
variance	has_property	accounting	0.0408	0.9512	0.0136
usa	has_property	est	0.0408	0.7067	0.0321
health insurance	has_property	web	0.0408	0.8669	0.0004
virus	be embedded in	karen files	0.0408	0.735	1.0
frog	has_body_part	hands	0.0408	0.8907	0.002
psychology	has_property	criticized	0.0408	0.83	0.0125
apron	has_movement	ahead	0.0408	0.9362	0.0001
romeo	has_property	innocent	0.0408	0.8616	0.0088
elder	has_property	scrolls	0.0408	0.7621	0.0414
azathioprine	be distributed	in the body	0.0408	0.9384	0.0085
urination	has_property	dvd	0.0408	0.9348	0.0001
slate	has_property	available	0.0408	0.9281	0.0001
flare	relate to	word deflation	0.0408	0.7477	1.0
embryo	be better than	fresh	0.0408	0.9035	0.0286
baking sheet	has_property	veto friendly	0.0408	0.876	0.0031
hub	has_movement	ahead	0.0408	0.9362	0.0001
hear music	has_property	everywhere	0.0408	0.9479	0.0006
banana	be good for	leg cramps	0.0408	0.9324	0.124
leukemia	has_property	genetic	0.0408	0.9257	0.0006
pinwheel roll	has_property	made	0.0408	0.9403	0.0
crowned head	has_property	office	0.0408	0.939	0.0013
science fiction	relate to	real world	0.0408	0.9799	0.0418
player	pray	before playing	0.0408	0.8482	1.0
everyone	forfeit	all the time	0.0408	0.6797	1.0
flash flood	be measured	detected	0.0408	0.8706	1.0
cosmic microwave background radiation	be discovered	first	0.0408	0.899	0.0395
gdp	vary	between developed and developing nations	0.0408	0.8439	1.0
carabiner	has_property	made	0.0408	0.9403	0.0
maize	has_property	ireland	0.0408	0.9613	0.0002
globalization	has_property	interconnected	0.0408	0.8379	0.0111
law	apply to	energy conversions	0.0408	0.7578	1.0
austria	has_property	developed country	0.0408	0.9091	0.0071
oatmeal	has_property	sticky	0.0408	0.9017	0.0007
camomile tea	have	caffeine	0.0408	0.9234	0.0023
hot water	be poured	to a drinking glass more likely to break the glass	0.0408	0.8116	1.0
gemstone	has_property	irradiated	0.0408	0.7278	0.0058
margarin	has_property	safe	0.0408	0.9126	0.0001
urine	be propelled through	ureters	0.0408	0.7823	1.0
baptist	be against	cremation	0.0408	0.8513	0.0827
retirement	has_property	go	0.0408	0.9403	0.0001
appeal	has_property	to ignorance used	0.0408	0.8765	0.6798
politician	has_property	evil	0.0408	0.948	0.0003
people	has_property	left-handed	0.0408	1.0	0.0104
ontario	can	jobs	0.0408	0.9067	0.0003
blank verse	be considered	traditional	0.0408	0.8601	1.0
mount whitney	has_time	now	0.0408	0.9371	0.0001
preschool	has_property	legitimate	0.0408	0.8345	0.0022
water-soluble vitamin	has_property	dyed	0.0408	0.902	0.0021
water-soluble vitamin	has_property	d'angel	0.0408	1.0	0.3655
water-soluble vitamin	has_property	eczanesi	0.0408	1.0	0.0374
sheepskin	has_time	yet	0.0408	0.9117	0.0002
egalitarian	has_property	hospitalized	0.0408	0.7252	0.0742
computer virus	has_property	made	0.0408	0.9403	0.0
sneeze	occur randomly	seemingly	0.0408	0.8238	1.0
calcium carbonate	have considered	inorganic compounds dioxide	0.0408	0.8633	1.0
hotspot	track	plate motion	0.0408	0.6447	1.0
ammonium hydroxide	be neutralized	by an acid	0.0408	0.8354	1.0
terrarium	has_property	ask	0.0408	0.8516	0.0006
terrarium	has_movement	ahead	0.0408	0.9362	0.0001
terrarium	has_body_part	switching	0.0408	0.8651	0.0011
hemisphere	be known as	land hemisphere	0.0408	0.886	0.124
hospice	has_property	different from hospital	0.0408	0.8569	0.2109
chevron	has_movement	closing	0.0408	0.8752	0.0006
deadly nightshade	has_time	yet	0.0408	0.9117	0.0002
battleship	tend	to run from the boater	0.0408	0.6371	1.0
monacan	has_property	dying	0.0408	0.9395	0.0002
toast	be burnt	sometimes	0.0408	0.8911	1.0
blotter	can	feel	0.0408	0.9021	0.0003
plasma	be hotter than	gas	0.0408	0.8949	1.0
tara	get out of	jail	0.0408	0.9324	0.0065
pisces	has_property	personality	0.0408	0.8752	0.0253
mammoth cave national park	has_property	da	0.0408	0.8822	0.0002
fiber	has_property	good for heart health	0.0408	0.9207	0.1494
carol	be	moseley	0.0408	1.0	0.115
vanity	has_property	ignore	0.0408	0.8474	0.0022
tennis ball	has_property	penn	0.0408	0.8564	0.1393
hannibal	go to	therapy	0.0408	0.887	0.0214
read newspaper	has_time	today	0.0408	0.9304	0.0003
octave	has_movement	slow	0.0408	0.919	0.0001
wetland	help	conserve water	0.0408	0.9412	1.0
tennessee	have	casinos	0.0408	0.9229	0.0266
york	has_property	named	0.0408	0.9364	0.0002
bin	has_property	edmonton	0.0408	0.923	0.0021
edmund spenser	has_property	famous	0.0408	0.9384	0.0001
accountability	has_property	important in corporate governance	0.0408	0.8361	0.0874
democracy	differ from	republic	0.0408	0.8484	0.4509
al-qaeda	affect	us	0.0408	0.9708	0.0003
showdown	has_property	different	0.0408	0.9463	0.0
bahrein	has_trait	boring	0.0408	0.9095	0.0008
sweeney todd	kill	judge	0.0408	0.7538	1.0
integrity	be important in	business world	0.0408	0.9321	0.2216
shoplifting	can	occur	0.0408	0.8906	0.0001
thing	dissolve faster in	higher temperatures	0.0408	0.8916	1.0
cns	differ from	pcs	0.0408	0.8059	0.5238
author	think of	scientific ways write	0.0408	0.7099	1.0
roger	go with	ralph	0.0408	0.8398	1.0
botox	help	tm	0.0408	0.9087	0.0197
bin	has_property	riyadh	0.0408	1.0	0.1965
mvp	be calculated in	hots	0.0408	0.7405	1.0
neurosurgery	can	exist	0.0408	0.8994	0.0001
dan	has_property	brown famous	0.0408	0.8788	0.0418
skill	has_property	important for teachers	0.0408	0.9098	0.0192
large cations	be precipitated by	large anions from aqueous solutions	0.0408	0.8526	1.0
technology	help	with disorders of the urinary system	0.0408	0.8262	1.0
sunflower seed	has_property	bags	0.0408	0.9487	0.0133
guy	perverted around	girls	0.0408	0.7364	1.0
wino	has_property	attain	0.0408	0.8625	1.0
electromagnetism	related	to physics	0.0408	0.9127	0.042
layer	be omitted in	top in model	0.0408	0.7956	1.0
lab rat	has_property	harvard	0.0408	0.8037	0.1318
radioactive iodine uptake test	has_property	stone	0.0408	0.948	0.0023
watch	has_property	noun	0.0408	0.8678	0.0011
disaccharide	has_property	non reducing sugars	0.0408	0.8688	0.2515
hemophile	has_property	add	0.0408	0.8997	0.0021
australia	have	recessions	0.0408	0.7777	1.0
bin	has_property	ottawa	0.0408	0.8875	0.0003
bin	has_property	oshawa	0.0408	1.0	0.0157
bin	has_property	obituary	0.0408	0.8477	0.0019
bin	has_property	eta	0.0408	0.7746	0.0114
bin	has_property	iqos	0.0408	1.0	0.0008
thing	be natural	like plutonium	0.0408	0.7796	1.0
media	can	mean	0.0408	0.8744	0.0001
sound	get through	distance	0.0408	0.7972	1.0
mobile phone	be tested for	radiation	0.0408	0.8664	1.0
scientist	know	the earth is tilted	0.0408	0.8121	1.0
migration	has_property	advantages	0.0408	0.8203	0.0075
mining	has_property	giant	0.0408	0.8875	0.0087
basketball	has_property	different to what we see today	0.0408	0.8832	1.0
atlanta	be rated	tv ma	0.0408	0.8994	0.0111
dog	remember	people	0.0408	0.8082	1.0
after	has_property	umbrella	0.0408	0.9399	0.001
trogonidae	has_property	pronounce	0.0408	0.8872	0.0002
synopsis	can	mean	0.0408	0.8744	0.0001
bat	be good for	ecosystem	0.0408	0.985	0.0236
leadership	has_property	ill	0.0408	0.9514	0.0002
japan	has_property	small	0.0408	0.8728	0.0001
color	has_property	year	0.0408	0.9336	0.0003
sponge	has_property	electric chair	0.0408	0.7988	1.0
jacket	have	zippers on collar	0.0408	0.8206	1.0
secret	be in	harry potter	0.0408	0.9605	0.0228
jaguar	be	same	0.0408	0.9642	0.0003
proof	be required in	real estate	0.0408	0.8843	1.0
goodman	has_color	brown	0.0408	0.9258	0.0002
varsity	has_property	ignite	0.0408	0.8278	0.0005
gunpowder	be stored	at the bottom of ship decks	0.0408	0.7791	1.0
honey	be deadly to	babies	0.0408	0.867	1.0
basis	has_property	desirable	0.0408	0.819	0.01
tinea	has_property	corporal causes	0.0408	0.737	1.0
demonetisation	has_place	up	0.0408	0.9414	0.0001
alcohol	affect	the 5 senses	0.0408	0.9126	1.0
gdp	related	to aggregated supply	0.0408	0.7499	1.0
crime	has_property	in grand cayman	0.0408	0.9429	0.0904
principal	has_property	via	0.0408	0.8225	0.0007
backseat	has_property	freestyle	0.0408	0.7891	0.508
amount	has_property	ignore	0.0408	0.8474	0.0022
remuneration	has_property	zero calculated	0.0408	0.8508	0.0024
limited liability	can	lost by limited partner	0.0408	0.7201	1.0
power cable	has_property	ltd	0.0408	0.8797	0.0002
power cable	has_property	explained	0.0408	0.8494	0.009
jay	make	money	0.0408	0.945	0.0001
angular velocity	has_property	perpendicular to motion	0.0408	0.8546	0.1692
chicken	has_property	with antibiotics bad	0.0408	0.8988	0.3496
infant	be fussy at	night	0.0408	0.9075	0.0898
torque	be increased achieved	in a standard transmission	0.0408	0.7499	1.0
warm front	has_property	zombies	0.0408	0.9088	0.0016
ring	pick up	motion	0.0408	0.7516	0.0411
oar	has_movement	measured	0.0408	0.9498	0.0002
guild	has_property	are	0.0408	0.9095	0.0002
virus	spread quickly in	population	0.0408	0.8751	1.0
fungia	has_manner	quickly	0.0408	0.8355	0.0006
osteoporosis	affect	women more than men	0.0408	0.8589	1.0
american dream	apply to	great gatsby	0.0408	0.7721	1.0
closer	has_property	aquarium	0.0408	0.9562	0.0004
closer	has_property	ao3	0.0408	1.0	0.0002
nit	has_property	puducherry	0.0408	1.0	0.3687
district	be poor	12	0.0408	0.8863	1.0
parthenogenesis	has_property	beneficial	0.0408	0.9172	0.0003
thing	look in	vegas	0.0408	0.8535	1.0
taco bell	has_property	addicting	0.0408	0.8701	0.0092
gabapentin	interact all with	adder	0.0408	0.7773	0.4105
bronze	has_movement	ahead	0.0408	0.9362	0.0001
chamaeleo	has_property	zombie	0.0408	0.9501	0.0003
polystyrene	be important for	society	0.0408	0.9672	0.0165
sex	has_property	after uterus removal	0.0408	0.8754	0.6617
britain	have	government work	0.0408	0.8808	0.0235
thing	be	10 years later	0.0408	0.897	1.0
delegation	has_property	ignite	0.0408	0.8278	0.0005
motivation	has_property	necessary to life	0.0408	0.9628	0.0504
rubber	has_property	city	0.0408	0.9388	0.0002
charlie	be in	hell	0.0408	0.9103	0.0079
raisin	be illegal in	uk	0.0408	0.9863	0.0003
pepper	spark in	microwave	0.0408	0.983	0.0069
nobel gases	has_trait	stable	0.0408	0.8958	0.0009
girl	make	a duck face when taking pictures	0.0408	0.7364	1.0
mass defect	relate to	nuclear	0.0408	0.8284	1.0
phrase	sound	more pleasing in a specific order	0.0408	0.703	1.0
biomass	has_property	different from fossil fuels	0.0408	0.8985	0.6201
snail	reduce in	contact with salt	0.0408	0.745	1.0
southwest	na get away	unavailable	0.0408	0.6704	1.0
color	has_property	del	0.0408	0.9468	0.0002
prayer	has_property	like incense	0.0408	0.8004	0.6225
stallion	can	mean	0.0408	0.8744	0.0001
whiskey	stop	toothache	0.0408	0.8152	0.0559
content	table of is	format	0.0408	0.7322	1.0
legitimacy	has_property	ignite	0.0408	0.8278	0.0005
catherine	has_property	afraid to be left alone	0.0408	0.9098	1.0
carouse	can	mean	0.0408	0.8744	0.0001
man	feel	the need to comment on what women eat	0.0408	0.7922	1.0
psychopharmacology	be important in	counseling	0.0408	0.8895	0.0091
wow	has_property	dps	0.0408	0.9126	0.0018
isopropyl alcohol	has_movement	slow	0.0408	0.919	0.0001
isopropyl alcohol	has_property	put	0.0408	0.8959	0.0002
isopropyl alcohol	has_property	rna	0.0408	1.0	0.0002
gem	has_property	stupidly worthless	0.0408	0.8893	1.0
desert	make	good habitat for cheetahs	0.0408	0.7955	1.0
maple tree	have	black spots on leaves	0.0408	0.8593	0.1758
apnea	has_effect	dangerous	0.0408	0.9489	0.0
decantation	differ from	filtration	0.0408	0.8185	1.0
peak	has_property	zone	0.0408	0.9524	0.0002
sulfur	be good for	plants	0.0408	0.9415	0.0032
plant	survive	underwater	0.0408	0.7639	0.0184
runner	use with	spikes	0.0408	0.7963	1.0
sneezing	has_property	involuntary	0.0408	0.9075	0.0309
man	be attracted to	female beauty	0.0408	0.8794	1.0
principal	has_property	auditor	0.0408	0.8617	0.0269
presumption	can	mean	0.0408	0.8744	0.0001
electron microscope	has_property	different from light microscope	0.0408	0.8654	0.613
atom	has_property	ion	0.0408	0.8789	0.0017
anybody	can figure out	who invented bit coin	0.0408	0.7927	1.0
clove	has_property	oak	0.0408	0.9172	0.0006
clove	has_property	oyster	0.0408	0.9602	0.0001
clove	has_property	owen	0.0408	0.8017	0.0013
clove	has_property	overdose	0.0408	0.8911	0.0046
clove	has_property	oars	0.0408	0.9591	0.0003
clove	has_property	ohio	0.0408	0.9652	0.0001
clove	has_property	oggi	0.0408	0.8453	0.0003
clove	has_property	obstructed	0.0408	0.6944	0.0062
clove	has_property	dwarf	0.0408	0.9475	0.0002
clove	has_property	lbs	0.0408	0.9543	0.0002
star trek	have	fighters	0.0408	0.8981	1.0
depth	vary with	numerical aperture	0.0408	0.9198	0.3301
constitution	protect citizens against	xenophobia	0.0408	0.8135	0.2555
text	be entered	into the word processor usually	0.0408	0.7246	1.0
virginia	be in	orange bowl	0.0408	0.8563	1.0
ethos	be used in	animal farm	0.0408	0.9422	0.0331
house	be in	san francisco victorian	0.0408	0.9065	1.0
malaria	has_property	illness	0.0408	0.8983	0.001
bacteriophage	be used	for making gnomic libraries	0.0408	0.8125	1.0
clock dial	has_property	made	0.0408	0.9403	0.0
ecology	has_property	icon	0.0408	0.9414	0.0003
dieting	has_property	go	0.0408	0.9403	0.0001
cable	has_property	back on bull	0.0408	0.8777	0.0203
trainer	has_property	job	0.0408	0.9493	0.0003
forest	keep	freezing	0.0408	0.9372	0.002
inferiority	can	start	0.0408	0.8463	0.0003
swedish	celebrate christmas on	24th	0.0408	0.9823	0.0189
ovary	can	hurt	0.0408	0.8988	0.0001
kid	has_property	quill	0.0408	0.8195	0.0576
hip	spread with	age	0.0408	0.7287	1.0
ontario	has_property	shop	0.0408	0.9427	0.0006
amd	make	money	0.0408	0.945	0.0001
abortion	be performed at	planned parenthood	0.0408	0.7669	1.0
spur	can	mean	0.0408	0.8744	0.0001
alligator	try	eat	0.0408	0.8943	0.0078
turf	have	netting	0.0408	0.8124	0.1327
detroit	has_property	is abandoned	0.0408	0.899	1.0
jfk	has_property	influential	0.0408	0.887	0.0044
media	has_property	overwhelming	0.0408	0.7811	0.0868
iron	has_trait	brittle	0.0408	0.8344	0.0021
scientist	decide	which group an animal belongs	0.0408	0.7257	1.0
cane sugar	has_property	bsa	0.0408	1.0	0.0002
cane sugar	has_property	tupi	0.0408	1.0	0.1562
marketing research	be important to	development of marketing strategy	0.0408	0.8758	1.0
transcription	be more complex in	eukaryotes	0.0408	0.873	0.1051
mp	has_property	training	0.0408	0.9457	0.0035
nanny	has_property	rewarding	0.0408	0.786	0.1264
cocoa bean	be transported to	uk	0.0408	0.8552	0.0834
springbok	has_property	vs	0.0408	0.9644	0.0001
tag	has_property	true story	0.0408	0.8881	0.1331
plural	has_movement	ahead	0.0408	0.9362	0.0001
past	has_property	javascript	0.0408	0.9752	0.0013
cord	be enlarged in	two regions	0.0408	0.8175	0.6092
gas mileage	get	worse	0.0408	0.9355	0.0009
coal good	be for	teeth	0.0408	0.945	0.0762
lancelot	has_property	die	0.0408	0.9522	0.0012
gibberellin	has_property	pronounce	0.0408	0.8872	0.0002
excuse	be her in	way	0.0408	0.8642	1.0
marathon runner	be given	tin foil	0.0408	0.9045	1.0
ecotourism	be different to	mass tourism	0.0408	0.8938	1.0
impression	be calculated on	facebook	0.0408	0.8488	0.6375
kappa	wear	phi nu pi	0.0408	0.7569	1.0
down syndrome	be	genetically similar	0.0408	0.9163	0.3056
narrator	react to	dread sentence of death	0.0408	0.7915	1.0
houston	can	flood	0.0408	0.8564	0.0027
coriolis effect	affect	us	0.0408	0.9708	0.0003
golgi apparatus	prepare proteins for	use by organism	0.0408	0.8271	1.0
ligament	be considered	extrasynovial	0.0408	0.9436	1.0
radio telescope	be built at	sea level	0.0408	0.9167	1.0
convalescent	can	mean	0.0408	0.8744	0.0001
equation	be important in	everyday life	0.0408	0.9312	0.0042
fumble	can	mean	0.0408	0.8744	0.0001
dark matter	has_property	is referred to as dark	0.0408	0.9056	1.0
color	has_property	usa	0.0408	0.9707	0.0003
william shakespeare	be revered as	genius	0.0408	0.8438	1.0
heavy spar	has_property	mineral	0.0408	0.9446	0.0012
zero-coupon bond	has_property	vs	0.0408	0.9644	0.0001
smoothy	taste	good when cold	0.0408	0.8902	1.0
bus	has_property	late more when the weather is cold	0.0408	0.8869	1.0
calcium	be produced in	body	0.0408	0.9829	0.0033
erica	has_property	a girl on the goldberg	0.0408	0.9343	0.4815
learning	has_property	dvd	0.0408	0.9348	0.0001
hollow	has_property	mo	0.0408	0.945	0.0038
sodium	has_property	useful to humans	0.0408	0.9498	0.0047
urine	can	froth	0.0408	0.7068	0.0204
tongue	has_property	common	0.0408	0.9443	0.0005
incidence	has_property	orthobullets	0.0408	1.0	0.1004
incidence	has_property	illegal	0.0408	0.9502	0.0
incidence	has_property	ignored	0.0408	0.9374	0.0001
incidence	has_property	icon	0.0408	0.9414	0.0003
incidence	has_property	awareness	0.0408	0.8549	0.0006
incidence	has_property	aviation	0.0408	0.8461	0.0039
incidence	has_property	aquatic	0.0408	0.946	0.0001
incidence	has_property	actual	0.0408	0.8164	0.0007
incidence	has_property	aesthetic	0.0408	0.8792	0.0002
incidence	has_effect	itchy	0.0408	0.9086	0.0001
incidence	has_trait	alert	0.0408	0.8696	0.0019
thing	be genetic	like addiction	0.0408	0.7611	1.0
live	has_property	sap	0.0408	0.9527	0.002
pityriasis	rose	begin	0.0408	0.8042	1.0
teth	has_property	wyoming	0.0408	0.9193	0.0019
teth	has_property	identifying	0.0408	0.851	0.0058
brucellosis	be called	bangs	0.0408	0.8935	0.0166
liquidation	can	occur	0.0408	0.8906	0.0001
dishonesty	has_trait	good	0.0408	0.9469	0.0
incubation period	differ from	latency periods	0.0408	0.7401	1.0
parkinson	have	patients shuffle	0.0408	0.7156	1.0
getting	has_property	scary	0.0408	0.943	0.0002
impressionism	be different from	other art	0.0408	0.9632	0.0554
trick	can	questions	0.0408	0.9113	0.0012
carbon	be	nonmetal	0.0408	0.9106	0.0099
kid	have	faith in santa	0.0408	0.8105	1.0
eat	has_property	pop	0.0408	0.9423	0.0002
giant squid	live	really deep	0.0408	0.8643	1.0
