local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
1.0	0.8349	two-way relationship	0.1582	be described as	attachment
0.0176	0.8451	va	0.1582	has_property	alexandria
1.0	0.8809	environments	0.1582	survive in	lichen
0.0011	0.9708	us	0.1582	affect	inflation
0.0852	0.8595	antimicrobial	0.1582	has_property	brass
0.0127	0.841	competitive	0.1582	has_trait	parent
0.005	0.9108	night	0.1582	happen at	reflux
0.1569	0.8575	temperature	0.1582	raise	alcohol
0.0022	0.8651	ts	0.1582	have	geoffrey chaucer
0.0005	0.9116	do	0.1582	has_property	barnacle
1.0	0.8454	in the soil	0.1582	get replenished	nutrient
0.2352	0.9111	cyanide	0.1582	have	seed
0.0003	0.9107	tlc	0.1582	has_property	android
1.0	0.8076	shape of valleys	0.1582	change	river
0.4339	0.838	moon orange	0.1582	has_property	full
1.0	0.8326	sex be4 marriage	0.1582	have	teen
0.0793	0.8707	when it rains	0.1582	appear	slug
0.0602	0.861	shipped	0.1582	get	parcel
0.0423	0.8556	cia 6	0.1582	work in	trader
0.0007	0.9006	are	0.1582	has_property	wrench
1.0	0.6687	cyclotron	0.1582	move in	particle
0.0006	0.9582	italian	0.1582	be in	blower
0.0007	0.9023	dan	0.1582	has_property	shrimp
1.0	0.7339	owners	0.1582	attack	german shepherd
1.0	0.7897	clinical trials	0.1582	drop out of	patient
1.0	0.7653	prisoners	0.1582	pay for	taxpayer
1.0	0.7687	to misrepresent data	0.1582	can be used	graphic
0.0035	0.968	history	0.1582	be important in	sacajawea
1.0	0.7437	at shopping malls, but pigeons at beaches	0.1582	has_property	seagull
0.255	0.7572	employees	0.1582	evaluate	employer
0.1115	0.9144	football	0.1582	be good at	germany
0.0516	0.9277	prison	0.1582	be treated in	drug addict
0.0433	0.9468	concrete	0.1582	has_property	freeway
1.0	0.8249	scotland	0.1582	be farmed in	salmon
1.0	0.8517	to h+ concentration	0.1582	be related	ph
1.0	0.8112	good girl	0.1582	prefer girls instead of	guy
0.007	0.889	food	0.1582	be added to	calcium chloride
0.1498	0.8475	big dogs	0.1582	go after	little dog
0.0001	0.9389	made	0.1582	has_property	felt hat
0.0009	0.9415	us	0.1582	has_property	fluid ounce
0.0072	0.9406	baby	0.1582	have	paraplegic
0.0036	0.8511	disappear	0.1582	can	text
0.0002	0.9194	zero	0.1582	has_property	beta blocker
0.0001	0.9389	made	0.1582	be	wax
0.2676	0.9574	plant cells	0.1582	be different from	cytokinesis
0.0062	0.9305	business	0.1582	has_property	misery
1.0	0.6645	three steps when shooting the basketball after dribbling ceases	0.1582	allow	official
0.1424	0.846	disk	0.1582	can	window
0.002	0.8927	heal	0.1582	can	vein
0.0	0.8642	work	0.1582	can	ukulele
1.0	0.7686	water from lakes	0.1582	sample	limnologist
0.0007	0.8986	scary	0.1582	has_property	elephant
0.0341	0.8712	thick fur	0.1582	have	sand cat
1.0	0.7661	elect	0.1582	be used	electoral college
0.3087	0.882	to work	0.1582	take	roundup
0.0002	0.9384	be	0.1582	can	stoke
0.1605	0.8386	right left	0.1582	read	japanese
1.0	0.6334	the fountain pen	0.1582	steal	biff
0.0035	0.968	important in history	0.1582	has_property	israel
0.6761	0.7688	doubled	0.1582	can	recipe
1.0	0.8751	scratched	0.1582	be called	bed
0.0027	0.8306	meaning	0.1582	can	bead
0.1153	0.7969	in mouthwash	0.1582	has_property	menthol
0.3032	0.8505	sponge bob	0.1582	be in	beach
1.0	0.8637	on maternity leave	0.1582	work when	bank holiday
0.0445	0.8127	brain	0.1582	reach	drug
0.0005	0.874	move	0.1582	can	fluid
1.0	0.6706	to trade liberalization	0.1582	adjust	household
0.0484	0.8673	stomach	0.1582	occur in	acidity
0.6261	0.7757	fetus	0.1582	reject	mother
1.0	0.7915	from blood plasma to surrounding tissues	0.1582	move	white blood cell
0.0009	0.9018	white	0.1582	turn	battery
0.0888	0.8601	cyclical	0.1582	has_property	oil industry
0.0002	0.8571	die	0.1582	can	elf
0.0009	0.8653	out	0.1582	can	left
0.4869	0.9169	cell phones	0.1582	work in	wave
1.0	0.8312	backwards	0.1582	can flow	action potential
0.0013	0.9812	us	0.1582	be important to	shelter
0.0453	0.7509	themselves	0.1582	introduce	reporter
0.2429	0.8811	can l	0.1582	have	iran
0.0002	0.8827	jump	0.1582	can	trike
1.0	0.7994	metal form cations	0.1582	have	atom
0.1366	0.8703	around the sun	0.1582	travel	object
0.0084	0.8879	up	0.1582	stay	palm tree
1.0	0.7942	miserable	0.1582	become	human life
0.2086	0.9245	hospital	0.1582	be on	repeat
1.0	0.9267	to read	0.1582	can learn	adult
0.0017	0.9399	pet	0.1582	has_property	vegetable
1.0	0.8704	nyc right now	0.1582	be in	firework
0.2842	0.8402	synapses	0.1582	have	nerve
0.5628	0.8406	list	0.1582	be used in	comma
0.1073	0.8946	to live in water	0.1582	be adapted	aquatic bird
1.0	0.7405	schemata	0.1582	construct	infant
0.0002	0.9376	white	0.1582	has_color	beet sugar
0.1293	0.7742	pregnancy	0.1582	react to	husband
0.0002	0.8569	quit	0.1582	can	rhinoceros
0.0435	0.912	houses	0.1582	get into	pigeon
1.0	0.8424	early morbidly obese	0.1582	has_property	sam
0.0051	0.8944	common	0.1582	have in	atmosphere
0.0036	0.7806	guide	0.1582	can	desert
1.0	0.8329	oxygen levels	0.1582	maintain	ac
0.0003	0.9462	text	0.1582	has_property	vegetable
1.0	0.7909	load on apple music	0.1582	fail	lyric
0.0213	0.9275	daylight savings	0.1582	have	phoenix
0.0002	0.8979	use	0.1582	can	cookie
0.0006	0.9079	know	0.1582	can	seamstress
0.4688	0.7818	0 equal 1	0.1582	raised to	0
0.0937	0.9133	country	0.1582	be different in	plug
0.0012	0.9172	beneficial	0.1582	has_property	step
0.0002	0.8951	are	0.1582	can	quartile
0.1757	0.813	shapes	0.1582	make	star
1.0	0.9023	lawns	0.1582	tear up	skunk
0.1308	0.8796	pools	0.1582	be allowed in	float
0.6168	0.7947	karyotypes	0.1582	use	scientist
1.0	0.8697	house	0.1582	be chosen for	representative
0.003	0.8017	empty	0.1582	can	watermelon
0.0084	0.8879	up	0.1582	stay	hammock
0.0084	0.8932	smelly	0.1582	has_property	cheese
1.0	0.7394	breakfast	0.1582	called	dart
0.0009	0.8396	spread	0.1582	can	threadworm
0.0	0.8642	work	0.1582	can	beaumont
1.0	0.9075	regions of world	0.1582	be found in	diamond
1.0	0.8245	dextrose	0.1582	be in	heparin
1.0	0.85	dead	0.1582	be made for	tomb
1.0	0.8191	rackets	0.1582	have	tennis player
0.2796	0.9323	water ks2	0.1582	dissolve in	solid
0.0008	0.9429	had	0.1582	has_property	call
0.0	0.8642	work	0.1582	can	nutgrass
0.0064	0.8357	basic	0.1582	has_property	blood
0.6781	0.8376	pigs	0.1582	be shaped like	bank
0.0002	0.9639	netflix	0.1582	be on	alpha
0.1585	0.8889	mitosis	0.1582	be produced by	gamete
0.0	0.8642	work	0.1582	can	pitot
0.7488	0.8869	ravens	0.1582	have	tower
0.0003	0.9187	vs	0.1582	has_property	hors d'oeuvre
1.0	0.7746	at home	0.1582	bathe	japanese
0.0081	0.8884	area	0.1582	has_property	red light
0.074	0.8114	work	0.1582	show	comedy
0.0007	0.9023	dan	0.1582	has_property	meatball
0.3432	0.9286	fish tank	0.1582	be in	nitrate
1.0	0.8774	630	0.1582	play at	yankee
1.0	0.8766	the most dangerous animals in the world	0.1582	has_property	alligator
0.0003	0.9359	hard	0.1582	be	liberty ship
0.0002	0.9463	different	0.1582	has_property	apoptosis
0.0005	0.8554	rhyme	0.1582	can	loss
1.0	0.8025	fuel stations	0.1582	be prohibited at	phone
1.0	0.9017	heat	0.1582	can use	cell
1.0	0.8496	occupancy rate	0.1582	increase	hotel
0.4785	0.8583	rid of fat	0.1582	get	body
0.668	0.8046	cash app	0.1582	work on	refund
0.0797	0.8387	modern	0.1582	has_time	danish
1.0	0.8364	12	0.1582	have fighting season of	april
1.0	0.837	another woman	0.1582	love	married man
1.0	0.8003	to tier service products	0.1581	can be used	brand
0.0005	0.8369	types	0.1581	can	prairie
0.0126	0.8992	blood	0.1581	need	wart
0.0031	0.9261	metal	0.1581	has_property	iron cobalt
0.0998	0.8583	keller	0.1581	has_property	grin
0.018	0.9396	good luck	0.1581	has_property	collard greens
1.0	0.8483	clients	0.1581	communicate with	accountant
1.0	0.7197	to cooking oils with no trans-fat	0.1581	be suddenly switching	fast food restaurant
0.0002	0.8979	use	0.1581	can	be
0.0019	0.9224	electricity	0.1581	conduct	fresh water
1.0	0.9117	other enzymes	0.1581	affect	methotrexate
0.6355	0.8867	lots of teeth	0.1581	have	shark
0.0076	0.9292	amsterdam	0.1581	has_property	brant
1.0	0.8603	talley	0.1581	has_property	brant
1.0	1.0	jordgubbar	0.1581	has_property	brant
0.1584	0.8385	two numbers	0.1581	be between	rational number
0.0103	0.9495	black eyes	0.1581	have	murderer
0.2826	0.8871	mental health	0.1581	be related to	diet
1.0	0.686	mesothelioma	0.1581	get	plumber
1.0	0.7802	human body systems	0.1581	regulate	feedback loop
0.1228	0.8608	infection	0.1581	be prone to	diabetic
1.0	0.8808	with diseases of the digestive system	0.1581	help	technology
0.0	0.8642	work	0.1581	can	laundering
0.0004	0.8248	end	0.1581	can	heartbreak
0.0006	0.905	help	0.1581	can	chandler
0.4573	0.8787	respected	0.1581	be needed	human right
0.1687	0.8856	other countries	0.1581	be treated in	teacher
1.0	0.8555	hydrophobicity	0.1581	be disease of	sickle cell anemia
1.0	0.8792	photography	0.1581	be helpful in	chemistry
0.2774	0.9339	necessary in south africa	0.1581	has_property	land reform
0.0	0.8642	work	0.1581	can	hostess
1.0	0.8488	perfect evidence	0.1581	provide	evolutionist
0.0028	0.8962	university	0.1581	has_property	oriel
0.0	0.8642	work	0.1581	can	swamp
1.0	0.8809	july	0.1581	be presented in	budget
0.0002	0.8569	quit	0.1581	can	capybara
1.0	0.882	somewhere else	0.1581	has_property	luck
0.8875	0.911	india	0.1581	be needed in	health insurance
0.0214	0.8544	cigarettes	0.1581	smoke	poor person
0.0002	0.9384	be	0.1581	can	click
0.0002	0.8569	quit	0.1581	can	undertone
0.5957	0.8321	us	0.1581	enter legally	refugee
0.0002	0.9463	different	0.1581	has_property	farm
1.0	0.8881	to	0.1581	marry	daisy
1.0	0.8718	marine organisms	0.1581	can kill	chemical
0.0002	0.8827	jump	0.1581	can	zapper
0.0167	0.8492	rich	0.1581	get	billionaire
0.0013	0.9049	unhealthy	0.1581	has_trait	sodium
0.0012	0.8522	taste	0.1581	can	ramp
0.0191	0.9384	in netherlands	0.1581	has_property	healthcare
0.0161	0.87	up	0.1581	dry	tree
0.1121	0.9069	steel	0.1581	be used in	boron
0.3035	0.7646	united	0.1581	work on	group
0.001	0.9638	australia	0.1581	has_property	aquarium
1.0	0.89	3 tails	0.1581	have	nymph
0.1341	0.8362	to argue	0.1581	like	girlfriend
0.0855	0.8774	no cars	0.1581	have	alcohol
0.0014	0.9016	breathe	0.1581	can	tapir
1.0	0.8508	biological efficient	0.1581	be considered	enzyme
0.6159	0.8012	no internet secured	0.1581	say	wireless
1.0	0.7405	to determine the depth of seas	0.1581	be used	sonar
0.0008	0.9345	eggs	0.1581	lay	some mammals
0.7601	0.8819	behavior	0.1581	have	pearl
0.1157	0.7821	rashes	0.1581	cause	viral infection
0.3027	0.8133	buyers	0.1581	work for	brick
0.0022	0.9512	sentence	0.1581	be used in	pasture
0.0085	0.8075	national	0.1581	has_property	padre
0.0002	0.8951	are	0.1581	can	rheumatologist
1.0	0.8742	the distribution of species	0.1581	affect	plate tectonics
1.0	0.776	deer	0.1581	attack	coyote
0.3893	0.8691	biology	0.1581	be important molecules in	inhibitor
1.0	0.8	altitude	0.1581	pop with	ear
1.0	0.7931	david	0.1581	recognize	saul
0.821	0.8668	sunlight	0.1581	receive	equator
1.0	0.8039	2 mattresses	0.1581	have	crib
1.0	0.6769	wing	0.1581	accelerate over	air
0.004	0.8981	headache	0.1581	give	heater
1.0	0.8235	bottom of cup	0.1581	be filled from	beer
0.0022	0.941	food	0.1581	has_property	uzbek
1.0	0.8995	canceled flights	0.1581	reschedule	airline
0.0002	0.8569	quit	0.1581	can	suitcase
0.0021	0.9492	nj	0.1581	has_property	fell
1.0	0.8119	youth	0.1581	be prevalent in	violence
0.0053	0.8305	schedule	0.1581	can	predator
1.0	0.7614	poverty	0.1581	break out of	country
0.0259	0.9095	free	0.1581	can be	telegram
0.0045	0.9368	house	0.1581	has_property	mew
0.0088	0.9804	philippines	0.1581	be in	hotel
1.0	0.7289	the game after a scrim	0.1581	leave	team
0.0009	0.8702	migrate	0.1581	can	goldfish
1.0	0.8657	planet	0.1581	can form	gas
0.0011	0.8831	skinny	0.1581	has_weight	english bulldog
0.0106	0.9449	shape	0.1581	has_property	octagon
0.0002	0.8979	use	0.1581	can	diamond
0.2217	0.8315	tv shows	0.1581	be louder than	advert
0.4363	0.6461	to zero during diastole	0.1581	fall	blood pressure
0.0037	0.897	element	0.1581	has_property	solder
0.012	0.853	inside	0.1581	come	june bug
0.0005	0.874	move	0.1581	can	bullfrog
0.1929	0.908	blue	0.1581	be look	ocean water
0.001	0.9638	australia	0.1581	has_property	surfing
0.6268	0.7305	more predispose to hepatitis b	0.1581	has_property	male
0.0	0.8642	work	0.1581	can	dexamethasone
1.0	0.7038	against a scientific fact	0.1581	argue	feminist
1.0	0.8688	certain areas of earth	0.1581	occur at	earthquake
0.0042	0.9041	numbers	0.1581	have	road
1.0	0.8127	pets	0.1581	charge more for	landlord
0.0279	0.8817	one place to another	0.1581	move from	cloud
0.0033	0.9752	bible	0.1581	be in	mustard seed
1.0	0.8128	kidney filtration	0.1581	be in	potassium
0.0002	0.8951	are	0.1581	can	presenter
0.3226	0.8927	the uk	0.1581	affect	tax avoidance
1.0	0.8105	bar	0.1581	be usually available in	happy hour
0.6251	0.8564	lighter than rest of hair	0.1581	has_property	root
0.0105	0.9279	predators	0.1581	protect from	lobster
0.409	0.9489	in diesel	0.1581	has_property	paraffin
0.0042	0.9671	in the real world	0.1581	be used	mechanical energy
0.0027	0.8374	go	0.1581	have	winston churchill
0.0002	0.9455	ma	0.1581	has_property	fund
0.0002	0.9102	dangerous	0.1581	has_effect	shrimp
0.0192	0.8199	afloat	0.1581	stay	plankton
0.7857	0.8388	funny in sponge bob	0.1581	has_property	24
0.002	0.8741	ski	0.1581	has_property	fingernail
1.0	0.8411	earth 's interior	0.1581	be important regarding	meteorite
0.0701	0.792	in wreck	0.1581	has_property	jasmine
0.0	0.8642	work	0.1581	can	fast
0.131	1.0	zwitterions	0.1581	has_property	omega-3 fatty acid
0.0026	0.9393	to be refrigerated	0.1581	need	chinese chestnut
0.6137	0.7872	in brake lines	0.1581	has_property	loop
0.0004	0.918	useful	0.1581	has_property	measure
0.0121	0.8486	predators	0.1581	avoid	panda
0.14	0.8514	dinner	0.1581	has_property	chicken
0.0022	0.8651	ts	0.1581	have	scotland
0.7382	0.8762	tough guys	0.1581	has_property	rapper
0.0003	0.9107	tlc	0.1581	has_property	squirrel
0.0865	0.8592	in the water cycle	0.1581	participate	animal
1.0	0.8364	day of dead	0.1581	burn incense on	family
0.0003	0.8993	grow	0.1581	can	silverfish
0.0049	0.9579	fl	0.1581	has_property	pink
0.0004	0.9115	go	0.1581	can	wave
1.0	0.8562	ears on bellies	0.1581	have	grasshopper
0.0715	0.8153	care of eggs	0.1581	take	finch
0.6593	0.8723	a form of chemical energy	0.1581	be	candle
1.0	0.7197	apprenticeships	0.1581	benefit from	employer
0.0074	0.859	sting	0.1581	can	gum
1.0	0.9243	in the human body	0.1581	be carried	fat
0.0004	0.8857	smell	0.1581	can	dishwasher
0.1937	0.8892	buildings	0.1581	has_property	wood
0.0035	0.968	history	0.1581	be important in	common law
1.0	0.9196	evolution	0.1581	be directly related to	trait
0.574	0.8023	to leave	0.1581	refuse	jem
0.0569	0.8245	disperse	0.1581	can	spore
0.0112	0.9327	us today	0.1581	affect	steamboat
0.2599	0.7987	weight	0.1581	maintain	jockey
0.0762	0.8062	cooling	0.1581	has_temperature	fan
1.0	0.9459	a plant can survive	0.1581	help	tropism
0.1108	0.7969	sash	0.1581	wear	kate
1.0	0.7678	bad stuff about other peoples religion	0.1581	say	poeple
0.0052	0.8712	scales	0.1581	has_body_part	temperature
0.1654	0.9287	human food	0.1581	can eat	dog
0.0145	0.8937	in writing	0.1581	be used	anecdote
0.0342	0.8485	yes	0.1581	say	aussies
0.0024	0.83	bridge	0.1581	can	chip
0.0006	0.9079	know	0.1581	can	calisthenics
1.0	0.8674	glycolysis	0.1581	be needed for	oxygen
0.0024	0.9747	acid	0.1581	has_property	carboxylic acid
0.0002	0.8827	jump	0.1581	can	lithosphere
0.749	0.7984	small boats	0.1581	be dangerous to	low head dams
0.0021	0.7721	xl	0.1581	has_property	calendar
0.0002	0.8833	quiet	0.1581	has_trait	calendar
0.3617	0.7864	red plums	0.1581	be vs	plum
0.001	0.8625	by	0.1581	has_property	snail
1.0	0.7636	substrate	0.1581	be specific for	enzyme
0.7611	0.8337	evolution	0.1581	study	archaeologist
1.0	0.8296	google classroom	0.1581	be on	candle
0.3368	0.822	error mode	0.1581	be in	printer
0.0003	0.9132	formed	0.1581	be	island
0.2047	0.8287	chopsticks	0.1581	hold	japanese
0.0	0.8642	work	0.1581	can	mandolin
1.0	0.8236	gender roles	0.1581	teach	parent
0.0022	0.8651	ts	0.1581	have	planck
0.0293	0.9526	pregnancy	0.1581	be important during	ultrasound
1.0	0.847	phenotype	0.1581	contribute to	genotype
0.0014	0.8991	teeth	0.1581	has_body_part	yellow
0.0077	0.8737	rules	0.1581	has_property	aromatic compound
0.0013	0.9279	christmas	0.1581	celebrate	scot
0.0001	0.9469	good	0.1581	has_trait	growth factor
0.6045	0.9524	80 in iowa	0.1581	has_property	interstate
1.0	0.8191	competition	0.1581	have	everything
1.0	0.8135	the creatures with emotions	0.1581	has_property	human
0.1323	0.8926	clear ice	0.1581	make	bar
0.0011	0.8863	feel	0.1581	can	catheter
0.0492	0.9073	educational	0.1581	can be	field trip
0.0067	0.9143	growth	0.1581	affect	milk
0.0262	0.9464	fashion	0.1581	has_property	fad
0.1717	0.9063	a role in history	0.1581	play	chuck berry
0.8387	0.8429	comics	0.1581	be more popular than	manga
0.8348	0.9124	math	0.1581	be good in	rabbit
1.0	0.6626	while sitting in meditation	0.1581	dose off	yogi
1.0	0.7646	to the changing needs of customers in the concept of marketing environment	0.1581	can contribute	technology
0.0002	0.9192	do	0.1581	can	rennin
0.0041	0.7984	club	0.1581	can	airplane
0.7396	0.7231	from cases	0.1581	withdraw	lawyer
0.0039	0.918	behavior	0.1581	affect	nurture
0.0021	0.9285	business	0.1581	be in	almond joy
0.0046	0.897	think	0.1581	can	christian
0.0487	0.8389	acorns	0.1581	eat	duck
0.0185	0.7979	hard	0.1581	become	sock
0.0002	0.9463	different	0.1581	has_property	waste product
1.0	0.8638	pepsi	0.1581	prefer coca cola to	most people
0.0	0.8642	work	0.1581	can	infomercial
1.0	0.8212	head	0.1581	put hands on	baby
0.0012	0.9384	can	0.1581	has_property	album
0.0006	0.905	help	0.1581	can	reflection
0.1366	0.871	vacuum	0.1581	be afraid of	baby
0.1079	0.9567	early pregnancy	0.1581	occur in	constipation
0.0201	0.8773	america	0.1581	hate	foreigner
0.2713	0.9077	other	0.1581	bite	dog
0.3307	0.864	names uk	0.1581	get	street
0.2392	0.8495	swords	0.1581	have	marine
1.0	0.8611	muslims , who fight unbelievers	0.1581	hate	allah
1.0	0.8241	chromosome mapping	0.1581	be used for	gene linkage
1.0	0.6813	british gardens	0.1581	affect	climate change
0.1375	0.9202	iphone 6	0.1581	be on	battery
0.0006	0.9429	pc	0.1581	has_property	plant cell
0.3484	0.9225	ipad	0.1581	be small on	icon
0.5327	0.7358	bare	0.1581	can	chip
0.1533	0.7881	fumble	0.1581	can	chip
0.0036	0.941	animals	0.1581	affect	parasite
0.001	0.8894	special	0.1581	has_property	veteran
0.0	0.8642	work	0.1581	can	rethink
0.002	0.8734	curable	0.1581	has_property	testicular cancer
1.0	0.746	ownership of learning	0.1581	can take	student
0.0	0.8642	work	0.1581	can	symbolization
0.5895	0.8765	different in presidential elections	0.1581	has_property	voter turnout
0.1074	0.8498	where food is	0.1581	know	pigeon
1.0	0.7951	coherent	0.1581	need	fibre bundle
1.0	0.8405	itunes	0.1581	made on	purchase
0.0116	0.8989	together	0.1581	work	cheetah
0.0677	0.8844	areas	0.1581	live in	cacti
0.1813	0.9327	england	0.1581	be called in	public school
0.3883	0.9138	chemistry	0.1581	be made in	measurement
1.0	0.7422	the instinct to dance	0.1581	have	human
0.0964	0.9262	carbon dioxide	0.1581	obtain	autotroph
0.0005	0.9149	but	0.1581	has_property	mountain
1.0	0.8309	color	0.1581	be afraid of	man
1.0	0.8073	sounds	0.1581	emit	engine
0.0644	0.8345	spin backwards	0.1581	appear	spinner
0.0344	0.8701	a symbol of canada	0.1581	has_property	lacrosse
0.5841	0.8314	when heated	0.1581	shrink	rubber band
0.0005	0.8524	alike	0.1581	has_property	blue litmus paper
0.2547	0.9244	through the asteroid belt	0.1581	get	probe
0.0001	0.9469	good	0.1581	has_trait	yellow spot
1.0	0.6835	cheerleaders like sex symbols	0.1581	treat	guy
0.0005	0.9183	legal	0.1581	has_property	roadblock
0.0004	0.9061	reproduce	0.1581	can	stonefish
0.0129	0.9241	sale	0.1581	be on	beat
0.001	0.8522	burn	0.1581	can	battery
0.0021	0.9285	business	0.1581	be in	nintendo
0.001	0.8262	qualify	0.1581	can	billiards
0.0003	0.8775	was	0.1581	has_property	spanish-american war
0.0176	0.9626	environment	0.1581	benefit	insect
0.0013	0.9049	unhealthy	0.1581	has_trait	lectin
0.0617	0.8331	earthquakes	0.1581	prepare for	government
0.0006	0.9079	know	0.1581	can	avionics
1.0	0.8989	smelling salts	0.1581	smell	weightlifter
0.0159	0.8517	ultrasound	0.1581	use	moth
1.0	0.724	football pads	0.1581	require	football
0.0839	0.8935	pink noses	0.1581	have	husky
1.0	0.7125	foreign words	0.1581	write	chinese
0.0003	0.9359	hard	0.1581	has_manner	planet
0.0	0.8642	work	0.1581	can	hardtack
0.0038	0.8909	back	0.1581	grow	rose gum
0.0017	0.9746	world	0.1581	be in	disparity
1.0	0.7388	the use of networks	0.1581	improve	feedback
0.1109	0.8573	blood sugar	0.1581	regulate	cortisol
0.0015	0.8903	communicate	0.1581	can	barracuda
0.4304	0.8725	like when pregnant	0.1581	look	urine
1.0	0.8	the images on a computer	0.1581	produce	motherboard
0.0002	0.9384	be	0.1581	can	neighborhood
0.0509	0.8337	which way is up	0.1581	know	bulb
0.6811	0.8127	to atomic structure	0.1581	related	atomic number
0.002	0.9089	back	0.158	come	crocus
1.0	0.728	internally displaced	0.158	be viewed	kurd
0.0005	0.9357	day	0.158	has_property	troll
1.0	0.8923	ghana	0.158	be made in	cocoa
0.0025	0.9541	debt	0.158	be in	tesla
0.0001	0.9428	bad	0.158	has_property	recession
0.767	0.8541	college	0.158	be calculated for	tuition
0.0048	0.9366	world	0.158	has_property	raffle
1.0	0.8604	eagle pass	0.158	be in	gambling
0.0002	0.8827	jump	0.158	can	spiracle
0.061	0.8751	blood	0.158	be attracted to	gnat
0.0006	0.9079	know	0.158	can	cinematographer
0.0804	0.823	protection	0.158	has_property	virus
0.1067	0.747	introduced	0.158	can	species
0.0002	0.8571	die	0.158	can	jakob ludwig karl grimm
1.0	0.8366	in the last man on earth	0.158	die	phil
1.0	0.6955	age ethnicity	0.158	interact with	emotion
0.0188	0.8968	heads	0.158	shave	tribe
0.2486	0.907	for good	0.158	can be used	manipulation
0.3927	0.8729	maintain	0.158	can	lipid
0.644	0.8529	bit coin	0.158	follow	ripple
0.0245	0.8716	armor	0.158	has_property	leather
0.152	0.8768	red uk	0.158	has_property	road
0.0241	0.902	new year	0.158	celebrate	brit
0.1032	0.8751	filipino	0.158	be in	tanner
0.0027	0.9068	time	0.158	change over	scientific models
0.0342	0.8485	yes	0.158	say	geordies
0.5199	0.8741	purple	0.158	come out	baby
1.0	0.885	to be the same when adding fractions	0.158	need	denominator
0.0635	0.9828	past	0.158	be used in	silver
0.0045	0.8307	jump	0.158	has_movement	chinchilla
1.0	0.7376	reality	0.158	picture	blind person
0.0272	0.8619	work	0.158	call	nuisance
0.1251	0.8685	day	0.158	during	mlb playoff games
1.0	0.7517	nest boxes	0.158	roost in	chicken
0.0002	0.8596	occur	0.158	can	stutter
1.0	0.6448	labia	0.158	form on	cyst
0.001	0.9552	usa	0.158	has_property	big bend national park
0.0003	0.8993	grow	0.158	can	mandala
0.0005	0.8369	types	0.158	can	sailboat
0.0006	0.9079	know	0.158	can	psychoanalyst
0.0751	0.739	specialize	0.158	can	firm
1.0	0.8046	to the ovaries	0.158	travel	sex hormone
0.0204	0.9535	soap	0.158	be in	sodium chloride
1.0	0.6776	earthen pot	0.158	kept in	water
0.3905	0.873	domestic horses	0.158	be different from	wild horse
0.1886	0.8274	offspring	0.158	pass to	organism
1.0	0.7599	underwater scenes	0.158	do	actor
0.0003	0.9146	go	0.158	has_property	horus
0.0027	0.8306	meaning	0.158	can	grind
0.0001	0.9335	yellow	0.158	has_color	adobe
0.0003	0.9187	vs	0.158	has_property	odds
1.0	0.8062	rich richer	0.158	make	globalization
1.0	0.7918	storms	0.158	be blown off during	roof
0.0172	0.8362	tails	0.158	have docked	rottweiler
0.1295	0.8388	summer	0.158	be released in	movie
1.0	0.796	asia	0.158	be seizing land in	japan
0.0001	0.942	expensive	0.158	has_property	polynesia
0.0303	0.9239	tnt important	0.158	has_property	plan b
1.0	0.8743	to control tibet	0.158	want	china
0.0042	0.9671	in the real world	0.158	be used	sodium
0.0013	0.9642	same	0.158	has_property	cash
0.0171	0.8029	rave	0.158	can	limb
0.0006	0.9429	pc	0.158	has_property	scale
0.1026	0.8466	to diabetes	0.158	lead	hypertension
0.009	0.7855	rec	0.158	has_property	catalyst
0.039	0.9175	job	0.158	do	accountant
0.0008	0.9073	thing	0.158	has_property	birth control
0.0385	0.9525	lose weight	0.158	can help	laxative
0.1645	0.8386	jail	0.158	live in	rapper
0.1985	0.9416	high blood pressure	0.158	help	cupping
0.0016	0.9202	late	0.158	has_time	therapist
1.0	0.8109	6 ft	0.158	be buried under	body
0.0002	0.8951	are	0.158	can	face
1.0	0.815	financial ratios	0.158	use	manager
0.0001	0.9389	made	0.158	be	velcro
0.0005	0.8329	squeak	0.158	can	roach
0.1434	0.8973	side	0.158	can sleep on	newborn
1.0	0.7544	when the economy is slow	0.158	respond	business
0.0009	0.9443	food	0.158	get	fur seal
1.0	0.619	a footnote to a post	0.158	add	mod
0.2263	0.8906	low blood sugar	0.158	have	diabetes
0.0017	0.9144	ms	0.158	have	mumbai
0.001	0.9152	it	0.158	has_property	amnesty
0.0049	0.983	environment	0.158	be good for	snake
0.0015	0.9029	zip	0.158	has_movement	salix
0.0003	0.9107	tlc	0.158	has_property	scale
0.0839	0.8417	each other	0.158	identify	mason
0.3453	0.776	marriage	0.158	define	most men
0.2296	0.8823	re activity	0.158	be in	lithium
0.0132	0.8372	igniting	0.158	has_property	caterpillar
0.0079	0.8304	technology	0.158	use	pharmacist
0.0002	0.8979	use	0.158	can	skin
1.0	0.8127	after lifting weights	0.158	hurt	elbow
0.3966	0.8858	cold air	0.158	be heavier than	hot air
0.0003	0.8738	happen	0.158	can	temperature
1.0	0.7678	hell	0.158	obsess about	everyone
0.0009	0.8364	act	0.158	can	gremlin
0.1022	0.9366	now	0.158	look like	miami beach
0.0003	0.8738	happen	0.158	can	belch
0.0002	0.8827	jump	0.158	can	aardvark
0.0012	0.8783	com	0.158	has_property	solar panel
0.004	0.9339	friends	0.158	has_property	emma
