subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
leather	can	squeak	0.038	0.8567	0.0001
freak	have	one season	0.038	0.9392	1.0
antigen	has_property	created	0.038	0.9362	0.0001
cell phone	has_property	been	0.038	0.8741	0.0012
exercising	has_property	free	0.038	0.9514	0.0001
cadmium orange	has_property	made	0.038	0.9403	0.0
sierra	can	mean	0.038	0.8744	0.0001
haj	has_property	izmir	0.038	1.0	0.0011
stress	give	chest pains	0.038	0.8669	0.5917
clipboard	has_property	zoning	0.038	0.8564	0.004
earth	be relative to	other planets in solar system	0.038	0.9117	1.0
acid rain	has_property	a bad thing about fossil fuels	0.038	0.8514	1.0
ki	has_property	per	0.038	0.9483	0.0002
oil	has_property	located	0.038	0.9504	0.0009
gossiping	has_trait	good	0.038	0.9469	0.0
glycolysis	has_place	out	0.038	0.9423	0.0001
black	become	slaves	0.038	0.8725	0.4046
exhaust fan	has_time	yet	0.038	0.9117	0.0002
terminator	has_property	bad	0.038	0.9451	0.0
radioactive decay	has_property	tunneling	0.038	0.6528	0.3516
cain	want	chloe	0.038	0.8707	1.0
jim	be on	island in huckleberry finn	0.038	0.8132	1.0
selective service system	has_property	uerdingen	0.038	1.0	0.0098
selective service system	has_property	ryder	0.038	0.8368	0.022
selective service system	has_property	hr	0.038	0.9528	0.0015
selective service system	has_property	cab	0.038	0.9477	0.0011
selective service system	has_property	function	0.038	0.9352	0.0011
selective service system	has_property	wwi	0.038	1.0	0.0002
scientist	study	narwhals	0.038	0.7431	1.0
ceftriaxone	be given	i m	0.038	0.9351	0.0097
innovation	have	managed	0.038	0.8233	1.0
vaccine	help	the body fight against viruses	0.038	0.8709	1.0
cannon	has_property	cast	0.038	0.9448	0.0023
twitter	has_property	the best social media	0.038	0.8844	1.0
endoparasite	has_property	transmitted	0.038	0.9376	0.0009
gas stove	has_property	mural	0.038	0.7639	0.0128
gas stove	has_property	weird	0.038	0.8936	0.0003
gas stove	has_property	msg-200	0.038	1.0	1.0
earthing	has_property	important	0.038	0.9638	0.003
doxycycline	has_property	fda	0.038	0.8566	0.0003
chicken	run	slaughtering	0.038	0.6816	1.0
resource	has_property	different from gift of nature	0.038	0.8391	0.6269
marlene dietrich	has_property	famous	0.038	0.9392	0.0001
sulfur hexafluoride	has_property	aquatic	0.038	0.946	0.0001
sulfur hexafluoride	has_property	acetate	0.038	0.7956	0.0707
sulfur hexafluoride	has_property	aerated	0.038	0.9077	0.0017
sulfur hexafluoride	has_property	allegro	0.038	0.896	0.4994
18-karat gold	has_property	award	0.038	0.9364	0.0003
24-karat gold	has_property	award	0.038	0.9364	0.0003
chemical reaction	related	to batteries	0.038	0.7996	1.0
market	has_property	assessment	0.038	0.8795	0.0099
pulicidae	has_property	work	0.038	0.934	0.0001
everglades national park	has_property	types	0.038	0.9341	0.0002
globe	has_property	most accurate map	0.038	0.9439	1.0
ruler	has_property	islam	0.038	0.9574	0.0024
oil industry	affect	economy	0.038	0.9742	0.0003
flue	has_property	jobs	0.038	0.8863	0.0002
parakeet	fight	each other	0.038	0.9253	0.0026
helium	be named after	sun	0.038	0.821	1.0
soccer player	pull	hair	0.038	0.9229	0.0119
pakistan	be obsessed with	india	0.038	0.8261	0.2136
criminal	has_property	mp3	0.038	0.8867	0.0001
criminal	has_property	akor	0.038	1.0	0.01
circuit	need	closed	0.038	0.8627	0.3306
spot	has_property	rhyme	0.038	0.8905	0.0005
man	want	gynecologist	0.038	0.8562	1.0
george	have	kill	0.038	0.8815	0.0322
processed cheese	be different from	natural cheese	0.038	0.911	0.3906
embarrassment	has_trait	good	0.038	0.9469	0.0
plant	make	land habitable for animals	0.038	0.7513	1.0
water	kill	japanese beetles	0.038	0.8847	0.4389
stanley	hit	stella	0.038	0.7671	1.0
interphase	has_property	long	0.038	0.8836	0.0006
new york	cost fortune	live in	0.038	0.7187	1.0
em	has_property	pagan	0.038	0.852	0.0153
sunlight	trigger	cold sores	0.038	0.8998	0.1952
komodo dragon	has_property	egg	0.038	0.9544	0.0002
visionary	has_movement	ahead	0.038	0.9362	0.0001
seafarer	reflect	similar view of world	0.038	0.7451	1.0
cardiac muscle	has_property	different from skeletal	0.038	0.8892	0.3005
money	can	flow	0.038	0.8792	0.0016
cyclohexanol	has_property	polar	0.038	0.9543	0.0006
caffeine	has_property	text	0.038	0.9462	0.0001
kid	want	punk	0.038	0.7989	1.0
hungarian	has_property	kosher	0.038	0.92	0.0003
tara	die	two	0.038	0.9228	0.0526
animal	has_property	named	0.038	0.9364	0.0002
plack	has_property	law	0.038	0.9425	0.0003
kin	has_property	flu	0.038	0.9515	0.0005
nagi	has_property	ratio	0.038	0.9049	0.0042
aberdeen	be good place	live	0.038	0.9677	0.0051
jesus	respond to	people	0.038	0.8232	0.3773
remediation	can	mean	0.038	0.8744	0.0001
creativity	has_property	times	0.038	0.9203	0.0004
mitral valve prolapse	affect	blood flow	0.038	0.9049	0.0069
anne	get on	others nerves	0.038	0.8322	1.0
grandmother	has_property	advice	0.038	0.7962	0.0129
cell membrane	be more important than	nucleus	0.038	0.8979	1.0
meru	call	god	0.038	0.8673	0.0243
edge	has_property	play	0.038	0.9471	0.001
calcium chloride	has_property	cdc	0.038	0.8324	0.0011
calcium chloride	has_property	slime	0.038	0.9532	0.0029
calcium chloride	has_property	pcb	0.038	0.743	0.0067
calcium chloride	has_property	elective	0.038	0.9455	0.0047
calcium chloride	has_property	cm	0.038	0.954	0.0003
calcium chloride	has_property	acidic	0.038	0.9328	0.0003
merger	differ from	acquisition	0.038	0.8301	1.0
deposition	happen in	river	0.038	0.8783	0.0527
smoking	has_trait	sexy	0.038	0.8443	0.0112
dog food	has_property	pies	0.038	0.9043	0.0008
scratching	make	it spread	0.038	0.8331	1.0
poison gas	be used	today	0.038	0.9305	0.0012
quadriplegic	have	baby	0.038	0.9406	0.0017
empire	has_property	bbc	0.038	0.9544	0.0001
subway	has_property	gross	0.038	0.8835	0.0009
mercury	has_property	rocky planet	0.038	0.8858	0.0637
mac	has_property	very slow	0.038	0.8924	0.0129
divisor	has_property	whole number	0.038	0.8793	0.0039
level	affect	voting patterns	0.038	0.8585	0.0568
market	has_property	bbq	0.038	0.8978	0.0003
family members	fight after	death	0.038	0.925	1.0
raccoon	has_movement	jumped	0.038	0.8251	0.0017
oreo	use	social media	0.038	0.9324	0.0014
pilot	depend on	jet streams	0.038	0.8131	1.0
parrot	has_trait	best	0.038	0.9611	0.0005
hash mark	has_manner	quickly	0.038	0.8355	0.0005
subcontinent	has_place	away	0.038	0.938	0.0001
echo	has_property	dark	0.038	0.9412	0.0003
quicksilver	hate	avengers	0.038	0.7855	0.1655
barrow	leave	downtown	0.038	0.8077	0.4489
morgan	expand	pipeline	0.038	0.733	1.0
draper	stop	shaving	0.038	0.7529	1.0
mint	has_property	better than ubuntu	0.038	0.8346	0.197
chris	apply	seven habits of success	0.038	0.6774	1.0
embargo	has_property	imposed	0.038	0.8504	0.0245
oxytocin	be given after	c section	0.038	0.8971	0.4577
trading	has_property	slippage	0.038	0.6664	0.3588
norfolk island pine	has_property	occupied	0.038	0.8155	0.0002
norfolk island pine	has_property	per	0.038	0.9483	0.0002
outbreak	has_movement	ahead	0.038	0.9362	0.0001
kid	want	emancipated	0.038	0.9033	1.0
fallout	be popular	new vegas	0.038	0.8235	1.0
pome	has_place	away	0.038	0.938	0.0001
fibrinogen	be absent in	serum	0.038	0.824	0.3776
coffee mug	has_property	left-handed	0.038	1.0	0.0097
calypso	has_color	lilac	0.038	0.803	0.0128
hitler	be jailed in	1923	0.038	0.9582	0.5149
hallelujah	has_property	spelled	0.038	0.9223	0.0009
army	has_property	tea	0.038	0.9543	0.0005
osmosis	has_property	agra	0.038	0.8051	0.0077
osmosis	has_property	twitter	0.038	0.9413	0.0002
market	has_property	midair	0.038	0.6985	0.4985
market	has_property	rfd	0.038	1.0	0.0058
ignorance	has_property	irresistible	0.038	0.7823	0.0009
lafayette	kill	jesus	0.038	0.8206	1.0
musk clover	has_property	made	0.038	0.9403	0.0
leather soap	has_property	made	0.038	0.9403	0.0
buffalo clover	has_property	made	0.038	0.9403	0.0
leather	can	bleed	0.038	0.8516	0.0006
whip	has_movement	ahead	0.038	0.9362	0.0001
shakespearean	has_movement	ahead	0.038	0.9362	0.0001
calcium hydroxide	has_property	smear	0.038	0.8333	0.0162
calcium hydroxide	has_property	singapore	0.038	0.9618	0.0021
calcium hydroxide	has_property	sealer	0.038	0.6949	0.1783
sulpha	has_color	red	0.038	0.9412	0.0
daylight saving	has_property	gu	0.038	0.9072	0.0022
price	go up after	natural disaster	0.038	0.8199	1.0
xbox	keep randomly	turning on	0.038	0.8249	1.0
knowing	be important	understanding	0.038	0.8994	0.0198
narwhal	swim	upside down	0.038	0.8477	0.0086
reciprocal	has_property	units	0.038	0.9467	0.0017
london	has_property	smart city	0.038	0.8435	0.0521
conservative	mix	religion	0.038	0.7483	1.0
fighter	touch	gloves	0.038	0.7851	0.1022
paternalism	has_property	myth	0.038	0.8909	0.0198
metformin	has_property	cent	0.038	0.878	0.0044
chad	has_property	michael murray	0.038	0.9115	1.0
plant	need	leave	0.038	0.8812	1.0
baking powder	has_property	oil	0.038	0.9473	0.0001
clerk	has_color	grey	0.038	1.0	0.0007
elli	has_property	pregnant	0.038	0.9409	0.0007
elli	has_property	roth	0.038	0.8447	0.1585
elli	has_property	tony	0.038	0.8466	0.0318
shop	has_diet	vegan	0.038	0.9111	0.0
cheese	has_property	nyc	0.038	0.9525	0.0002
nobody	want	hufflepuff	0.038	0.9431	1.0
steam	has_property	important in early childhood education	0.038	0.9422	0.0263
information	has_trait	physical	0.038	0.8506	0.004
beef	has_property	liver	0.038	0.9551	0.0584
intensive	has_property	put	0.038	0.8959	0.0002
rationalist	has_property	philosophy	0.038	0.9121	0.0056
uta	has_movement	slow	0.038	0.919	0.0001
help	has_property	to buy for new builds	0.038	0.7655	1.0
frankfurt on the main	has_property	street	0.038	0.9119	0.0027
acute	has_property	add	0.038	0.9326	0.0019
fluorine	show	anomalous behavior	0.038	0.7916	0.0933
vulcan	has_property	opener	0.038	0.8188	0.0072
vulcan	has_property	oakland	0.038	0.894	0.0013
continuo	has_property	agent	0.038	0.9022	0.0008
junk food	be in	school	0.038	0.9417	0.0015
microsoft	has_property	laptops	0.038	0.8964	0.1457
bacterium	increased over	time	0.038	0.8823	1.0
cell membrane	has_property	picture	0.038	0.8734	0.0022
cell membrane	has_property	hereditary	0.038	0.9191	0.0008
cell membrane	has_property	science	0.038	0.9461	0.0008
cell membrane	has_property	size	0.038	0.919	0.0002
romania	has_property	actualitati	0.038	1.0	0.5043
cleanness	has_property	activity	0.038	0.8774	0.0033
element	be heavier	helium produced in stars	0.038	0.7821	1.0
oregon	have	nfl team	0.038	0.9128	0.0093
italy	has_property	impact	0.038	0.8652	0.0003
italy	has_property	axis	0.038	0.907	0.0002
paperclip	be important to	holocaust	0.038	0.9115	0.0816
girl	wear without	underwear	0.038	0.929	1.0
ordinal number	has_property	justified	0.038	0.8834	0.0002
plant	need	stay	0.038	0.8975	0.0434
prohibition	has_property	writ	0.038	0.6256	0.5353
cladding	has_property	flammable	0.038	0.9249	0.0009
husky	has_color	yellow	0.038	0.9462	0.0
elderly	has_time	new	0.038	0.9331	0.0002
gerbil	be adapted to	desert	0.038	0.9816	0.0103
brain	has_movement	fly	0.038	0.9308	0.0006
survival	depend on	adaptation	0.038	0.7993	1.0
new year	has_property	2018	0.038	1.0	0.0025
ironworker	wear shirts on	friday	0.038	0.8581	1.0
cedar tree	has_property	quota	0.038	0.9008	0.0001
moss	help	other plants	0.038	0.9337	0.0373
cold	has_property	backup	0.038	0.8656	0.0224
new orleans	has_property	pronounce	0.038	0.8872	0.0002
conjuring	has_color	yellow	0.038	0.9462	0.0
memory	has_property	primed	0.038	0.9032	0.0523
tyndale	be credited	with writing the first english bible	0.038	0.7831	1.0
crystal	make	sound	0.038	0.8947	0.0003
steak	has_property	hg good	0.038	0.8554	0.5349
in-basket	has_property	approval	0.038	0.9119	0.0065
in-basket	has_property	ukraine	0.038	0.9416	0.0006
in-basket	has_property	irish	0.038	0.9536	0.0002
in-basket	has_property	ionic	0.038	0.9283	0.0002
in-basket	has_property	ukraine	0.038	0.9416	0.0006
in-basket	has_property	approval	0.038	0.9119	0.0065
in-basket	has_property	hora	0.038	0.8767	0.0009
kindred	has_property	ult	0.038	0.8355	0.0295
botox	can	bruise	0.038	0.8731	0.0045
dialect	be important in	literature	0.038	0.9674	0.0045
oracle	has_manner	better	0.038	0.9379	0.0001
motorway	has_property	built	0.038	0.9399	0.0003
skin	has_property	flaky	0.038	0.8262	0.0073
substance	has_property	work	0.038	0.934	0.0001
wire	has_property	abstract	0.038	0.8771	0.0013
adversity	develop	person 's character essay	0.038	0.7455	1.0
volume	be directly proportional to	temperature	0.038	0.8378	0.1427
acuity	decreased with	age	0.038	0.8906	0.1609
scot	has_property	del	0.038	0.9468	0.0002
lat	has_property	long	0.038	0.8836	0.0006
clinic	has_property	belts	0.038	0.9536	0.0001
clinic	has_property	ink	0.038	0.9509	0.0012
clinic	has_property	ajax	0.038	0.9415	0.0002
glitch	has_property	bad	0.038	0.9451	0.0
apollo	have	same greek	0.038	0.9163	1.0
bird	go to	toilet	0.038	0.9708	0.0073
payment	be applied to	balance transfers	0.038	0.7867	1.0
phlegm	has_manner	hard	0.038	0.936	0.0001
portland	can	smell	0.038	0.9108	0.0001
fallopian tube	has_property	viral	0.038	0.8287	0.0025
scientist	study	ecosystem	0.038	0.76	1.0
justice	related	to human rights	0.038	0.8718	1.0
lithosphere	thicken away from	ridge crest	0.038	0.8065	1.0
15	has_trait	irrational	0.038	0.8606	0.0022
slate	have	layers	0.038	0.9131	0.0037
histamine	be eliminated	from the body	0.038	0.8947	0.0093
austin	has_property	notice	0.038	0.8066	0.0146
ambassador	has_movement	ahead	0.038	0.9362	0.0001
cooper	have	4 legs	0.038	0.9814	0.0111
headliner	can	yellow	0.038	0.906	0.0001
conscription	has_property	in south korea	0.038	0.9537	0.0134
bulimia	has_trait	active	0.038	0.8946	0.0003
bulimia	has_property	attacked	0.038	0.8976	0.0017
bulimia	has_property	abused	0.038	0.9024	0.0023
nuclear power plant	had	partial hysterectomy	0.038	0.8202	1.0
mark	has_property	best gospel	0.038	0.8827	0.4977
cheese	has_property	adam	0.038	0.9165	0.0037
beowulf	be qualified	fight	0.038	0.8026	1.0
whole milk	has_property	ox	0.038	0.8989	0.0017
xml	be related to	sgml	0.038	0.961	1.0
hades	has_property	dark	0.038	0.9412	0.0003
heaver	has_property	negative	0.038	0.9292	0.0004
white gold	has_trait	sweet	0.038	0.9429	0.0001
play poker	has_property	flower	0.038	0.9536	0.0014
cubic millimeter	has_time	yet	0.038	0.9117	0.0002
pronoun	be used	writing	0.038	0.9585	0.0144
urethane	has_property	bad	0.038	0.9451	0.0
dwarf	has_place	away	0.038	0.938	0.0001
fingernail	has_property	named	0.038	0.9364	0.0002
life	depend on	cellular respiration	0.038	0.8907	0.2561
oscar robertson	has_property	famous	0.038	0.9392	0.0001
planet	has_property	created	0.038	0.9362	0.0001
wheelchair	has_movement	ahead	0.038	0.9362	0.0001
stick insect	has_manner	hard	0.038	0.936	0.0001
counselling	has_property	approaches	0.038	0.7931	0.2693
28	has_property	even	0.038	0.8984	0.0051
draw play	has_place	up	0.038	0.9414	0.0001
investment	increase	economic growth	0.038	0.8948	0.0433
god	has_property	dying	0.038	0.9395	0.0002
music	has_property	important culture	0.038	0.9675	1.0
lye	turn	fat into soap	0.038	0.8428	1.0
harvey	get	rid of hartman	0.038	0.9423	1.0
ruining	has_property	can	0.038	0.9385	0.0003
cattle	lay down	sleep	0.038	0.8829	0.0373
wallet	has_property	made	0.038	0.9403	0.0
meow	has_place	away	0.038	0.938	0.0001
13	has_property	not	0.038	0.9357	0.0001
harry	say at	end of day	0.038	0.8425	1.0
equity	has_property	important in law	0.038	0.9441	0.0149
jupiter	has_property	dwarf planet	0.038	0.9532	0.0128
link	save	nelda	0.038	0.877	1.0
law	has_property	maintained in district	0.038	0.8299	1.0
java	make	money	0.038	0.945	0.0001
korea	splinted into	two countries	0.038	0.6974	1.0
boniness	can	means	0.038	0.8633	0.002
shivering	has_property	fun	0.038	0.9111	0.0003
urinating	has_property	com	0.038	0.8783	0.0003
economic growth	has_property	important for business	0.038	0.962	0.0036
engine	be painted	orange	0.038	0.9015	0.2098
rick	has_property	gates	0.038	0.907	0.0446
arabic language	has_property	types	0.038	0.9341	0.0002
credit	be affected by	debt settlement	0.038	0.7615	1.0
decentralization	can	occur	0.038	0.8906	0.0
ape	hat	supreme	0.038	0.771	1.0
approval	be	necessary	0.038	0.9381	0.0001
tapping	has_property	occult	0.038	0.9061	0.0078
value	has_property	system	0.038	0.9367	0.0005
rancher	jolly are called	wine candy	0.038	0.7245	1.0
pretzel	taste like	fish	0.038	0.8317	0.0091
vodka	remove	odors	0.038	0.9126	0.0662
aloe vera	has_property	jibe	0.038	0.7001	0.0378
aloe vera	has_property	serbia	0.038	0.9243	0.0015
hater	be off sad	back	0.038	0.7963	1.0
outlet	upside is	down	0.038	0.9222	0.0139
green line	be on	google maps	0.038	0.9626	0.0047
star	move	places	0.038	0.7972	1.0
surveying	has_property	important technical discipline	0.038	0.8227	1.0
cheese	has_property	gb	0.038	0.9615	0.0001
hearing	has_property	made	0.038	0.9403	0.0
atropine	has_property	drops	0.038	0.893	0.0184
costa	has_property	tourist attraction	0.038	0.937	0.0085
cypress	turn	brown	0.038	0.9427	0.0002
electrical energy	can be transformed	into another energy	0.038	0.9261	1.0
dieter	have	tea work	0.038	0.9217	1.0
scorpion	kill	sub zero	0.038	0.6998	1.0
belly	can	itch	0.038	0.8698	0.0001
pine tree	be	useful	0.038	0.9452	0.0001
scientist	study	photosynthesis	0.038	0.8541	1.0
albinism	has_property	more common in humans than squirrels	0.038	0.897	1.0
precision	related	to significant figures	0.038	0.8321	1.0
paresthesia	can	tingle	0.038	0.86	0.0036
honesty	be important in	marriage	0.038	0.8899	0.0074
voice	keep	changing	0.038	0.8895	0.0036
idea	has_property	implemented	0.038	0.944	0.0053
star	has_place	about	0.038	0.8807	0.0005
heat	be measured by	wind	0.038	0.8412	1.0
dozen	has_property	aviation	0.038	0.8465	0.0037
dozen	has_property	ahmadabad	0.038	1.0	0.0004
observatory	has_property	snapping	0.038	0.8544	0.0006
observatory	has_body_part	switching	0.038	0.8651	0.001
cyanite	has_property	idiokraci	0.038	1.0	0.1398
cyanite	has_property	italian	0.038	0.9582	0.0002
crossword	has_property	work	0.038	0.934	0.0001
competing	has_property	avoiding	0.038	0.8718	0.0214
gossiping	has_property	bad	0.038	0.9451	0.0
hemoglobin	has_property	hodnoty	0.038	1.0	0.3241
hemoglobin	has_property	lupus	0.038	0.8859	0.0032
iceman	has_property	outfitters	0.038	0.8611	0.0116
iceman	has_property	occasion	0.038	0.9427	0.0022
motel	charge by	hour	0.038	0.7362	0.1551
business	develop	new ideas	0.038	0.8599	1.0
venus	fly	traps catch	0.038	0.8807	1.0
justin	has_property	viewers	0.038	0.7942	0.568
evidence	be used in	scientific investigations	0.038	0.8875	0.3929
acrylic	has_property	number	0.038	0.9457	0.0002
semicolon	has_property	italic	0.038	0.8683	0.0024
semicolon	has_property	identical	0.038	0.8947	0.0002
semicolon	has_property	autoimmune	0.038	0.9135	0.0014
semicolon	has_property	amy	0.038	0.808	0.0567
semicolon	has_trait	irritable	0.038	0.7323	0.0022
lieutenant	be pronounced	left	0.038	0.8777	0.7154
lactose	be absorbed in	body	0.038	0.9853	0.0091
rat	get	disease	0.038	0.9097	0.0093
cumulus	has_property	formed	0.038	0.9373	0.0001
un	make	money	0.038	0.945	0.0001
giant panda	has_property	size	0.038	0.919	0.0002
junction	has_property	different	0.038	0.9485	0.0
prickly pear	has_manner	quickly	0.038	0.8355	0.0005
hypothesis	differ from	prediction	0.038	0.8278	1.0
revenge	has_property	anise	0.038	0.9636	0.0103
revenge	has_property	immature	0.038	0.8288	0.0051
cheese	has_property	bf4	0.038	1.0	0.0073
cheese	has_property	tteokbokki	0.038	1.0	0.0072
cheese	has_property	tgif	0.038	1.0	0.0026
cheese	has_property	mp3	0.038	0.8867	0.0001
cheese	has_property	fhif	0.038	1.0	0.1214
cheese	has_property	dzialanie	0.038	1.0	0.0779
cheese	has_property	dq8	0.038	1.0	0.0063
cheese	has_property	bf4	0.038	1.0	0.0073
plaster	has_property	tami	0.038	1.0	0.138
plaster	has_property	amazon	0.038	0.9535	0.0003
plaster	has_property	arena	0.038	0.9487	0.0022
coco	have	family hate music	0.038	0.851	1.0
spot	has_property	wynn	0.038	0.7967	0.0004
spot	has_property	wwii	0.038	1.0	0.0048
spot	has_property	editing	0.038	0.876	0.0073
spot	has_property	azores	0.038	1.0	0.0024
nuclear fusion reaction	has_property	power	0.038	0.94	0.0012
reflux	has_place	away	0.038	0.938	0.0001
cheese	has_effect	dangerous	0.038	0.9489	0.0
bread dough	be left	prove	0.038	0.823	1.0
reynolds	has_property	il	0.038	0.9156	0.0035
carpet beetle	has_property	eggs	0.038	0.9555	0.001
burning	has_property	nike	0.038	0.8336	0.007
gd	has_time	now	0.038	0.9371	0.0001
hearse	have windows at	back	0.038	0.8438	1.0
barbados dollar	has_property	general	0.038	0.9337	0.0072
guy	give	nickname	0.038	0.8608	0.3136
government	allow	limited liability	0.038	0.7864	1.0
bear	fear	humans	0.038	0.8056	0.021
sea lion	has_property	easy	0.038	0.9218	0.0003
sea lion	has_property	approach	0.038	0.8445	0.0011
combustion	be bad for	environment	0.038	0.9831	0.0007
american badger	protect	itself	0.038	0.857	0.0007
elderly	has_property	services	0.038	0.8494	0.01
marathon	has_property	26.2 miles long	0.038	0.903	1.0
burping	has_manner	slowly	0.038	0.8759	0.0033
france	be good for	growing grapes	0.038	0.8521	0.4929
employee	has_property	snacking	0.038	0.783	0.0384
marriage	be celebrated	in every culture	0.038	0.8221	1.0
girl	have	feel pretty	0.038	0.9029	1.0
coffee	has_property	hear	0.038	0.8604	0.0029
wiggle	say	abe habit	0.038	0.811	1.0
spider	come near	people	0.038	0.7881	1.0
caffeine	be bad for	unborn baby	0.038	0.874	1.0
subway	has_property	disgusting	0.038	0.8434	0.0015
restaurant	can serve	coke	0.038	0.7925	1.0
young girl	die	giving	0.038	0.8321	0.0096
responsibility	be important topic for	engineers	0.038	0.865	1.0
football	be	similar	0.038	0.9394	0.0001
iodine	has_property	131 effective treatment	0.038	0.8529	1.0
bahrain	have	high population density	0.038	0.9666	0.0157
pippin	want	planter	0.038	0.6507	1.0
triangulation	be used	to determine location	0.038	0.8956	1.0
cell membrane	has_property	smoking	0.038	0.8892	0.0005
cell membrane	has_property	sweeping	0.038	0.7565	0.0271
cell membrane	has_property	squeezed	0.038	0.8247	0.0007
cell membrane	has_property	ptfe	0.038	1.0	0.031
cell membrane	has_property	psychology	0.038	0.9501	0.0008
cell membrane	has_property	nkjv	0.038	1.0	0.0003
cell membrane	has_property	lao	0.038	0.8027	0.0014
cell membrane	has_property	hung	0.038	0.8618	0.0069
cell membrane	has_property	crossword	0.038	0.8878	0.0008
cell membrane	has_property	cns	0.038	0.8909	0.0002
cell membrane	has_property	aye	0.038	0.845	0.0025
cell membrane	has_property	avis	0.038	0.8718	0.0013
cell membrane	has_property	aquatic	0.038	0.946	0.0001
faucet	has_property	assembly	0.038	0.8629	0.019
plant	need	one another	0.038	0.8544	0.0343
turkey	join	ww2	0.038	0.8086	0.1859
cardinal	be referred to	to first name title	0.038	0.7805	1.0
teach	has_property	meet	0.038	0.8925	0.0013
bank	can keep	secrets	0.038	0.9279	0.1984
force	be different from	chemical bonds	0.038	0.8882	1.0
man	want	control	0.038	0.9119	0.0154
theft	has_property	act	0.038	0.938	0.0006
motoneuron	has_property	work	0.038	0.934	0.0001
relative humidity	has_property	different from the dew point temperature	0.038	0.8714	1.0
leather	can	crease	0.038	0.893	0.0246
plasma	has_property	able to transport chemicals	0.038	0.7785	1.0
caffeine	cause	the jitters	0.038	0.7849	1.0
photon	has_property	age	0.038	0.9204	0.0002
photon	has_property	amazing	0.038	0.9389	0.0006
photon	has_property	age	0.038	0.9204	0.0002
dead person	be	prepared	0.038	0.8972	0.0009
metric system	has_movement	quick	0.038	0.8701	0.0003
captain	has_property	quarters	0.038	0.8767	0.011
tennis player	inspect balls	serving	0.038	0.6489	1.0
spot	has_property	authority	0.038	0.91	0.006
lbj	has_property	famous	0.038	0.9392	0.0001
modulation	can	occur	0.038	0.8906	0.0
wiggle room	has_trait	good	0.038	0.9469	0.0
table salt	has_property	ira	0.038	0.9214	0.0007
table salt	has_property	перевод	0.038	1.0	0.0259
table salt	has_property	gw2	0.038	1.0	0.0003
table salt	has_property	hess	0.038	0.8697	0.0066
table salt	has_property	ignored	0.038	0.9374	0.0001
table salt	has_property	bus	0.038	0.9449	0.0007
table salt	has_property	coda	0.038	0.773	0.0205
table salt	has_property	cns	0.038	0.8909	0.0002
table salt	has_property	dvd	0.038	0.9348	0.0001
table salt	has_property	moviesnet	0.038	1.0	0.0036
table salt	has_property	cns	0.038	0.8909	0.0002
butanoic acid	has_property	formed	0.038	0.9373	0.0001
reit	has_property	undervalued	0.038	0.872	0.0442
moa	has_property	oxytocin	0.038	0.822	0.1061
swat	do in	tv ratings	0.038	0.879	1.0
milk	has_property	synthesis	0.038	0.8528	0.0013
milk	has_property	hotel	0.038	0.8935	0.0013
child	act	after being sexual abused	0.038	0.7821	1.0
dog food	has_trait	clean	0.038	0.9244	0.0006
development	has_property	python	0.038	0.9585	0.0002
thinking	has_property	concrete	0.038	0.9468	0.0104
western	has_property	it	0.038	0.9292	0.0002
real estate	be on	waterfront expensive	0.038	0.8135	1.0
neo	be	geo	0.038	0.6516	0.0384
everything	get	louder	0.038	0.8847	0.0198
scientist	study	zebra fish	0.038	0.7212	1.0
assumption	has_property	il	0.038	0.9156	0.0035
magma	play role in	geothermal energy	0.038	0.8451	1.0
bitlocker	can	suspend	0.038	0.7632	0.1357
carbon dioxide	react with	fire	0.038	0.9419	0.1374
choice	affect	communication	0.038	0.9152	0.0013
being	give	anxiety	0.038	0.8591	0.0028
europe	suddenly have	measles	0.038	0.8283	1.0
pm	feel like	flu	0.038	0.8374	0.1878
tidal wave	get higher with	distance from source	0.038	0.7883	1.0
earwax	has_property	irritation	0.038	0.7632	0.0044
earwax	has_property	rinse	0.038	0.901	0.1615
discharge	has_property	causes	0.038	0.8645	0.0006
grape	be good for	dogs	0.038	0.969	0.0011
staph	has_property	virus	0.038	0.8948	0.0022
filling	has_property	pieces	0.038	0.9417	0.0569
score	say	pending	0.038	0.826	0.0134
road rage	has_property	aqua man	0.038	0.8534	0.0025
killer	has_property	awakening	0.038	0.8745	0.0018
entanglement	has_property	important in quantum computing	0.038	0.8923	0.6159
gaap	use	historical cost	0.038	0.7072	0.0861
curiosity	has_property	itch	0.038	0.8958	0.0028
curiosity	has_property	egg	0.038	0.9544	0.0002
radioactive decay	has_property	symbols	0.038	0.8824	0.0039
violet family	has_property	made	0.038	0.9403	0.0
tea	be good for	dogs	0.038	0.969	0.0011
development	has_property	bacon	0.038	0.9492	0.0167
bulldog	bite	people	0.038	0.9341	0.0063
scientist	use symbols	writing	0.038	0.8701	1.0
adenovirus	has_property	contagious	0.038	0.9291	0.0002
v-8 juice	has_property	gap	0.038	0.8941	0.0004
v-8 juice	has_property	gwen	0.038	0.8771	0.0003
politician	has_property	whats app	0.038	0.9717	0.0009
term	has_property	belts	0.038	0.9536	0.0001
stem cell	has_property	extraction	0.038	0.8543	0.0127
howard	has_property	us	0.038	0.9415	0.0002
special force	has_property	gb	0.038	0.9615	0.0001
special force	has_property	gpa	0.038	0.9281	0.0002
